,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2017-18,21.0,MIL,NBA,PF,22.0,0.0,3.2,0.4,0.7,0.563,0.1,0.2,0.4,0.3,0.5,0.636,0.625,0.0,0.1,0.5,0.1,0.4,0.5,0.1,0.1,0.0,0.2,0.3,1.0
1,2018-19,22.0,MIL,NBA,PF,48.0,3.0,18.4,2.2,5.2,0.414,1.0,2.6,0.362,1.2,2.6,0.468,0.506,0.5,1.0,0.553,0.9,3.7,4.6,1.1,0.4,0.4,0.7,1.8,5.8
2,2019-20,23.0,MIL,NBA,PF,37.0,1.0,9.8,1.4,3.6,0.394,0.5,2.0,0.247,0.9,1.6,0.576,0.462,0.3,0.5,0.611,0.3,2.2,2.5,0.7,0.1,0.1,0.5,0.9,3.6
3,2020-21,24.0,TOT,NBA,PF,35.0,1.0,12.4,1.9,4.8,0.405,0.9,2.5,0.345,1.1,2.3,0.469,0.494,0.5,0.7,0.68,0.6,2.6,3.2,0.7,0.3,0.5,0.6,1.3,5.2
4,2020-21,24.0,MIL,NBA,PF,12.0,0.0,8.8,1.3,3.6,0.372,0.8,2.3,0.357,0.5,1.3,0.4,0.488,0.1,0.2,0.5,0.3,1.8,2.1,0.3,0.1,0.3,0.3,1.1,3.6
5,2020-21,24.0,HOU,NBA,PF,23.0,1.0,14.3,2.3,5.4,0.416,0.9,2.6,0.339,1.4,2.9,0.485,0.496,0.7,1.0,0.696,0.7,3.0,3.8,0.9,0.4,0.5,0.8,1.3,6.1
6,Career,,,NBA,,142.0,5.0,12.3,1.6,4.0,0.411,0.7,2.1,0.329,1.0,1.9,0.498,0.496,0.4,0.6,0.598,0.6,2.5,3.1,0.7,0.2,0.3,0.5,1.2,4.3
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4 seasons,,MIL,NBA,,119.0,4.0,11.9,1.5,3.7,0.41,0.6,2.0,0.326,0.9,1.8,0.502,0.495,0.3,0.6,0.565,0.5,2.4,2.9,0.7,0.2,0.3,0.5,1.2,4.0
9,1 season,,HOU,NBA,,23.0,1.0,14.3,2.3,5.4,0.416,0.9,2.6,0.339,1.4,2.9,0.485,0.496,0.7,1.0,0.696,0.7,3.0,3.8,0.9,0.4,0.5,0.8,1.3,6.1
