,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,3010,6617,0.455,461,1350,0.341,2549,5267,0.484,1829,2400,0.762,895,2728,3623,1667,550,324,1333,1696,8310
1,Team/G,,242.1,36.7,80.7,0.455,5.6,16.5,0.341,31.1,64.2,0.484,22.3,29.3,0.762,10.9,33.3,44.2,20.3,6.7,4.0,16.3,20.7,101.3
2,Lg Rank,,13,22,28,13.0,28,28,20.0,5,6,20.0,1,1,10.0,14,9,9,26,26,28,27,16,14
3,Year/Year,,0.1%,-0.5%,-2.2%,0.008,-6.1%,-8.5%,0.009,0.6%,-0.5%,0.005,7.7%,7.3%,0.003,-9.6%,2.7%,-0.6%,7.8%,-6.3%,1.9%,6.7%,-8.3%,0.8%
4,Opponent,82.0,19855,3238,7094,0.456,718,2055,0.349,2520,5039,0.5,1420,1898,0.748,898,2479,3377,1912,712,508,1059,1958,8614
5,Opponent/G,,242.1,39.5,86.5,0.456,8.8,25.1,0.349,30.7,61.5,0.5,17.3,23.1,0.748,11.0,30.2,41.2,23.3,8.7,6.2,12.9,23.9,105.0
6,Lg Rank,,13,29,28,24.0,28,29,16.0,25,19,27.0,17,15,13.0,15,3,4,22,28,30,25,1,28
7,Year/Year,,0.1%,4.4%,5.3%,-0.004,3.2%,12.1%,-0.03,4.7%,2.8%,0.009,-10.0%,-11.3%,0.011,10.5%,-3.5%,-0.1%,-0.8%,11.8%,10.7%,-5.1%,3.2%,1.6%
