,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,34,Ray Allen,SG,6-5,205,"July 20, 1975",United States,16,UConn
1,11,Chris Andersen,C,6-10,245,"July 7, 1978",United States,10,Blinn College
2,50,Joel Anthony,C,6-9,245,"August 9, 1982",Canada,5,UNLV
3,31,Shane Battier,SF,6-8,220,"September 9, 1978",United States,11,Duke
4,1,Chris Bosh,C,6-11,235,"March 24, 1984",United States,9,Georgia Tech
5,15,Mario Chalmers,PG,6-2,190,"May 19, 1986",United States,4,Kansas
6,30,Norris Cole,PG,6-2,175,"October 13, 1988",United States,1,Cleveland State University
7,55,Josh Harrellson,C,6-10,275,"February 12, 1989",United States,1,Kentucky
8,14,Terrel Harris,SG,6-5,190,"August 10, 1987",United States,1,Oklahoma State
9,40,Udonis Haslem,PF,6-8,235,"June 9, 1980",United States,9,Florida
10,5,Juwan Howard,PF,6-9,240,"February 7, 1973",United States,18,Michigan
11,6,LeBron James,PF,6-9,250,"December 30, 1984",United States,9,
12,22,James Jones,SF,6-8,218,"October 4, 1980",United States,9,Miami (FL)
13,9,Rashard Lewis,PF,6-10,215,"August 8, 1979",United States,14,
14,13,Mike Miller,SF,6-8,218,"February 19, 1980",United States,12,Florida
15,45,Dexter Pittman,C,6-11,308,"March 2, 1988",United States,2,Texas
16,24,Jarvis Varnado,PF,6-9,230,"March 1, 1988",United States,R,Mississippi State
17,3,Dwyane Wade,SG,6-4,220,"January 17, 1982",United States,9,Marquette
