,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,32,Chucky Atkins,PG,5-11,160,"August 14, 1974",United States,6,South Florida
1,31,Shane Battier,SF,6-8,220,"September 9, 1978",United States,4,Duke
2,1,Antonio Burks,PG,6-1,200,"February 25, 1980",United States,1,Memphis
3,35,Brian Cardinal,PF,6-8,245,"May 2, 1977",United States,5,Purdue
4,16,Pau Gasol,PF,7-0,250,"July 6, 1980",Spain,4,
5,24,Bobby Jackson,PG,6-1,185,"March 13, 1973",United States,8,Minnesota
6,30,Dahntay Jones,SF,6-6,225,"December 27, 1980",United States,2,"Rutgers University, Duke"
7,6,Eddie Jones,SG,6-6,190,"October 20, 1971",United States,11,Temple
8,33,Mike Miller,SG,6-8,218,"February 19, 1980",United States,5,Florida
9,3,Anthony Roberson,PG,6-2,180,"February 14, 1983",United States,R,Florida
10,44,Lawrence Roberts,C,6-9,240,"October 20, 1982",United States,R,"Baylor, Mississippi State"
11,20,Damon Stoudamire,PG,5-10,171,"September 3, 1973",United States,10,Arizona
12,25,John Thomas,C,6-9,265,"September 8, 1975",United States,4,Minnesota
13,12,Jake Tsakalidis,C,7-2,285,"June 10, 1979",Georgia,5,
14,21,Hakim Warrick,PF,6-9,219,"July 8, 1982",United States,R,Syracuse
15,42,Lorenzen Wright,C,6-11,225,"November 4, 1975",United States,9,Memphis
