,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19805,3235,6922,0.467,601,1723,0.349,2634,5199,0.507,1586,1986,0.799,938,2540,3478,1940,654,370,1150,1646,8657
1,Team/G,,241.5,39.5,84.4,0.467,7.3,21.0,0.349,32.1,63.4,0.507,19.3,24.2,0.799,11.4,31.0,42.4,23.7,8.0,4.5,14.0,20.1,105.6
2,Lg Rank,,13,12,21,8.0,30,30,20.0,3,5,10.0,6,8,5.0,6,29,25,9,12,19,19,16,13
3,Year/Year,,-0.4%,4.5%,3.8%,0.003,32.1%,27.9%,0.011,-0.2%,-2.3%,0.011,-9.5%,-10.3%,0.006,14.3%,-1.8%,2.1%,1.3%,-0.3%,-1.3%,-6.6%,-2.9%,3.1%
4,Opponent,82.0,19805,3246,6829,0.475,811,2213,0.366,2435,4616,0.528,1445,1881,0.768,806,2508,3314,1896,629,413,1169,1681,8748
5,Opponent/G,,241.5,39.6,83.3,0.475,9.9,27.0,0.366,29.7,56.3,0.528,17.6,22.9,0.768,9.8,30.6,40.4,23.1,7.7,5.0,14.3,20.5,106.7
6,Lg Rank,,13,20,7,28.0,18,14,23.0,15,8,29.0,13,13,8.0,10,1,2,18,18,19,14,7,18
7,Year/Year,,-0.4%,-0.9%,-1.9%,0.005,9.3%,5.9%,0.011,-3.9%,-5.3%,0.007,3.7%,2.1%,0.011,-8.1%,-2.0%,-3.5%,2.1%,-1.4%,-3.3%,-4.2%,-4.9%,0.7%
