,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,Tony Allen,SG,6-4,213,"January 11, 1982",United States,6,"Butler County Community College, Oklahoma State"
1,0,Darrell Arthur,PF,6-9,235,"March 25, 1988",United States,2,Kansas
2,31,Shane Battier,SF,6-8,220,"September 9, 1978",United States,9,Duke
3,10,Rodney Carney,SF,6-7,205,"April 15, 1984",United States,4,Memphis
4,1,DeMarre Carroll,PF,6-6,215,"July 27, 1986",United States,1,"Vanderbilt, Missouri"
5,11,Mike Conley,PG,6-1,175,"October 11, 1987",United States,3,Ohio State
6,33,Marc Gasol,C,6-11,255,"January 29, 1985",Spain,2,
7,22,Rudy Gay,SF,6-8,250,"August 17, 1986",United States,4,UConn
8,15,Hamed Haddadi,C,7-2,254,"May 19, 1985",Iran,2,
9,13,Xavier Henry,SG,6-6,220,"March 15, 1991",Belgium,R,Kansas
10,2,Acie Law,PG,6-3,195,"January 25, 1985",United States,3,Texas A&M
11,32,OJ Mayo,SG,6-5,210,"November 5, 1987",United States,2,USC
12,7,Leon Powe,C,6-8,240,"January 22, 1984",United States,4,California
13,50,Zach Randolph,PF,6-9,250,"July 16, 1981",United States,9,Michigan State
14,5,Ish Smith,PG,6-0,175,"July 5, 1988",United States,R,Wake Forest
15,34,Hasheem Thabeet,C,7-3,263,"February 16, 1987",Tanzania,1,UConn
16,21,Greivis Vasquez,PG,6-6,217,"January 16, 1987",Venezuela,R,Maryland
17,3,Jason Williams,PG,6-1,190,"November 18, 1975",United States,11,"Marshall, Florida"
18,4,Sam Young,SF,6-6,220,"June 1, 1985",United States,1,Pitt
