,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,Alan Anderson,SF,6-6,220,"October 16, 1982",United States,7,Michigan State
1,30,Brandon Bass,PF,6-8,250,"April 30, 1985",United States,11,LSU
2,11,Jamal Crawford,SG,6-5,185,"March 20, 1980",United States,16,Michigan
3,2,Raymond Felton,PG,6-1,205,"June 26, 1984",United States,11,UNC
4,32,Blake Griffin,PF,6-9,250,"March 16, 1989",United States,6,Oklahoma
5,10,Brice Johnson,PF,6-10,230,"June 27, 1994",United States,R,UNC
6,33,Wesley Johnson,SF,6-7,215,"July 11, 1987",United States,6,"Iowa State, Syracuse"
7,6,DeAndre Jordan,C,6-11,265,"July 21, 1988",United States,8,Texas A&M
8,12,Luc Mbah a Moute,SF,6-8,230,"September 9, 1986",Cameroon,8,UCLA
9,3,Chris Paul,PG,6-0,175,"May 6, 1985",United States,11,Wake Forest
10,34,Paul Pierce,SF,6-7,235,"October 13, 1977",United States,18,Kansas
11,4,JJ Redick,SG,6-3,200,"June 24, 1984",United States,10,Duke
12,25,Austin Rivers,SG,6-4,200,"August 1, 1992",United States,4,Duke
13,5,Marreese Speights,C,6-10,255,"August 4, 1987",United States,8,Florida
14,0,Diamond Stone,C,6-11,255,"February 10, 1997",United States,R,Maryland
