,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,9,Tony Allen,SG,6-4,213,"January 11, 1982",United States,8,"Butler County Community College, Oklahoma State"
1,0,Darrell Arthur,PF,6-9,235,"March 25, 1988",United States,3,Kansas
2,7,Jerryd Bayless,PG,6-3,200,"August 20, 1988",United States,4,Arizona
3,11,Mike Conley,PG,6-1,175,"October 11, 1987",United States,5,Ohio State
4,32,Ed Davis,PF,6-9,218,"June 5, 1989",United States,2,UNC
5,5,Austin Daye,SF,6-11,220,"June 5, 1988",United States,3,Gonzaga
6,55,Keyon Dooling,PG,6-3,196,"May 8, 1980",United States,12,Missouri
7,3,Wayne Ellington,SG,6-4,207,"November 29, 1987",United States,3,UNC
8,33,Marc Gasol,C,6-11,255,"January 29, 1985",Spain,4,
9,22,Rudy Gay,SF,6-8,250,"August 17, 1986",United States,6,UConn
10,15,Hamed Haddadi,C,7-2,254,"May 19, 1985",Iran,4,
11,4,Chris Johnson,SF,6-6,206,"April 29, 1990",United States,R,Dayton
12,30,Jon Leuer,PF,6-10,228,"May 14, 1989",United States,1,Wisconsin
13,45,Dexter Pittman,C,6-11,308,"March 2, 1988",United States,2,Texas
14,20,Quincy Pondexter,SF,6-7,230,"March 10, 1988",United States,2,Washington
15,21,Tayshaun Prince,SF,6-9,212,"February 28, 1980",United States,10,Kentucky
16,50,Zach Randolph,PF,6-9,250,"July 16, 1981",United States,11,Michigan State
17,2,Josh Selby,PG,6-2,183,"March 27, 1991",United States,1,Kansas
18,5,Marreese Speights,C,6-10,255,"August 4, 1987",United States,4,Florida
19,1,Tony Wroten,SG,6-6,205,"April 13, 1993",United States,R,Washington
