,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2016-17,23.0,TOT,NBA,PG,26.0,299.0,13.6,0.586,0.48,0.439,2.2,9.4,5.8,16.8,1.5,0.5,14.0,19.7,0.5,0.1,0.7,0.106,-1.1,-0.6,-1.7,0.0
1,2016-17,23.0,PHI,NBA,PG,8.0,74.0,17.7,0.671,0.577,0.462,0.0,7.5,3.7,13.2,2.0,1.1,8.8,20.1,0.2,0.1,0.3,0.197,1.4,1.5,2.9,0.1
2,2016-17,23.0,NYK,NBA,PG,18.0,225.0,12.3,0.555,0.444,0.431,2.9,10.1,6.5,18.0,1.3,0.4,15.7,19.6,0.3,0.1,0.4,0.075,-2.0,-1.3,-3.2,-0.1
3,2018-19,25.0,WAS,NBA,PG,49.0,743.0,9.9,0.555,0.53,0.286,1.4,6.8,4.1,17.5,1.6,0.3,15.0,16.4,0.4,0.2,0.6,0.041,-2.7,-1.3,-4.0,-0.4
4,2019-20,26.0,GSW,NBA,PG,3.0,40.0,6.7,0.377,0.5,1.5,0.0,5.6,2.7,15.7,2.4,0.0,0.0,7.1,0.0,0.0,0.0,0.045,-6.0,0.2,-5.8,0.0
5,2020-21,27.0,ORL,NBA,PG,41.0,837.0,7.4,0.515,0.549,0.203,0.8,9.6,5.1,12.9,1.3,0.5,15.1,15.7,-0.4,0.4,0.0,-0.001,-4.9,-1.3,-6.2,-0.9
6,Career,,,NBA,,119.0,1919.0,9.3,0.542,0.529,0.286,1.3,8.4,4.8,15.4,1.5,0.5,14.7,16.4,0.6,0.8,1.3,0.033,-3.5,-1.1,-4.6,-1.3
7,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1 season,,WAS,NBA,,49.0,743.0,9.9,0.555,0.53,0.286,1.4,6.8,4.1,17.5,1.6,0.3,15.0,16.4,0.4,0.2,0.6,0.041,-2.7,-1.3,-4.0,-0.4
9,1 season,,ORL,NBA,,41.0,837.0,7.4,0.515,0.549,0.203,0.8,9.6,5.1,12.9,1.3,0.5,15.1,15.7,-0.4,0.4,0.0,-0.001,-4.9,-1.3,-6.2,-0.9
10,1 season,,NYK,NBA,,18.0,225.0,12.3,0.555,0.444,0.431,2.9,10.1,6.5,18.0,1.3,0.4,15.7,19.6,0.3,0.1,0.4,0.075,-2.0,-1.3,-3.2,-0.1
11,1 season,,PHI,NBA,,8.0,74.0,17.7,0.671,0.577,0.462,0.0,7.5,3.7,13.2,2.0,1.1,8.8,20.1,0.2,0.1,0.3,0.197,1.4,1.5,2.9,0.1
12,1 season,,GSW,NBA,,3.0,40.0,6.7,0.377,0.5,1.5,0.0,5.6,2.7,15.7,2.4,0.0,0.0,7.1,0.0,0.0,0.0,0.045,-6.0,0.2,-5.8,0.0
