,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,21,Alexis Ajinca,C,7-2,248,"May 6, 1988",France,1,
1,14,DJ Augustin,PG,5-11,183,"November 10, 1987",United States,1,Texas
2,19,Raja Bell,SG,6-5,204,"September 19, 1976",U.S. Virgin Islands,9,"Boston University, Florida International University"
3,4,Derrick Brown,SF,6-7,225,"September 8, 1987",United States,R,Xavier
4,6,Tyson Chandler,C,7-0,235,"October 2, 1982",United States,8,
5,32,Boris Diaw,PF,6-8,250,"April 16, 1982",France,6,
6,7,DeSagana Diop,C,7-0,300,"January 30, 1982",Senegal,8,
7,20,Raymond Felton,PG,6-1,205,"June 26, 1984",United States,4,UNC
8,23,Stephen Graham,SG,6-6,215,"June 11, 1982",United States,4,"Central Florida, Oklahoma State"
9,15,Gerald Henderson,SG,6-5,215,"December 9, 1987",United States,R,Duke
10,0,Larry Hughes,SG,6-5,184,"January 23, 1979",United States,11,Saint Louis
11,1,Stephen Jackson,SG,6-8,218,"April 5, 1978",United States,9,Butler County Community College
12,2,Acie Law,PG,6-3,195,"January 25, 1985",United States,2,Texas A&M
13,13,Nazr Mohammed,C,6-10,221,"September 5, 1977",United States,11,Kentucky
14,22,Ronald Murray,SG,6-4,190,"July 29, 1979",United States,7,"Meridian Community College, Shaw"
15,10,Vladimir Radmanovic,PF,6-10,227,"November 19, 1980",Bosnia & Herzegovina,8,
16,42,Theo Ratliff,C,6-10,225,"April 17, 1973",United States,14,Wyoming
17,12,Tyrus Thomas,C,6-9,215,"August 17, 1986",United States,3,LSU
18,3,Gerald Wallace,SF,6-7,215,"July 23, 1982",United States,8,Alabama
