,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Bradley Beal,SG,6-3,207,"June 28, 1993",United States,7,Florida
1,42,Davis Bertans,PF,6-10,225,"November 12, 1992",Latvia,3,
2,17,Isaac Bonga,SF,6-8,180,"November 8, 1999",Germany,1,
3,6,Troy Brown,SF,6-6,215,"July 28, 1999",United States,1,Oregon
4,13,Thomas Bryant,C,6-10,248,"July 31, 1997",United States,2,Indiana
5,9,Chris Chiozza,PG,5-11,175,"November 21, 1995",United States,1,Florida
6,22,Jerian Grant,SG,6-4,205,"October 9, 1992",United States,4,Notre Dame
7,8,Rui Hachimura,PF,6-8,230,"February 8, 1998",Japan,R,Gonzaga
8,28,Ian Mahinmi,C,6-11,262,"November 5, 1986",France,11,
9,24,Garrison Mathews,SG,6-5,215,"October 24, 1996",United States,R,Lipscomb
10,52,Jordan McRae,SG,6-5,179,"March 28, 1991",United States,3,Tennessee
11,34,CJ Miles,SF,6-6,220,"March 18, 1987",United States,14,
12,5,Shabazz Napier,PG,6-0,175,"July 14, 1991",United States,5,UConn
13,18,Anzejs Pasecniks,C,7-1,229,"December 20, 1995",Latvia,R,
14,20,Gary Payton,SF,6-3,190,"December 1, 1992",United States,3,Oregon State
15,12,Jerome Robinson,SG,6-4,190,"February 22, 1997",United States,1,Boston College
16,5,Justin Robinson,PG,6-1,195,"October 12, 1997",United States,R,Virginia Tech
17,1,Admiral Schofield,PF,6-5,241,"March 30, 1997",United Kingdom,R,Tennessee
18,14,Ish Smith,PG,6-0,175,"July 5, 1988",United States,9,Wake Forest
19,4,Isaiah Thomas,PG,5-9,185,"February 7, 1989",United States,8,Washington
20,7,Jarrod Uthoff,PF,6-9,221,"May 19, 1993",United States,1,Iowa
21,21,Moritz Wagner,C,6-11,245,"April 26, 1997",Germany,1,Michigan
22,19,Johnathan Williams,PF,6-9,228,"May 22, 1995",United States,1,"Missouri, Gonzaga"
