,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,31,Shane Battier,SG,6-8,220,"September 9, 1978",United States,3,Duke
1,1,Antonio Burks,PG,6-1,200,"February 25, 1980",United States,R,Memphis
2,35,Brian Cardinal,PF,6-8,245,"May 2, 1977",United States,4,Purdue
3,14,Andre Emmett,SG,6-5,230,"August 27, 1982",United States,R,Texas Tech
4,16,Pau Gasol,PF,7-0,250,"July 6, 1980",Spain,3,
5,40,Ryan Humphrey,SF,6-8,235,"July 24, 1979",United States,2,"Oklahoma, Notre Dame"
6,30,Dahntay Jones,SG,6-6,225,"December 27, 1980",United States,1,"Rutgers University, Duke"
7,33,Mike Miller,SF,6-8,218,"February 19, 1980",United States,4,Florida
8,41,James Posey,SF,6-8,215,"January 13, 1977",United States,5,Xavier
9,4,Stromile Swift,PF,6-9,225,"November 21, 1979",United States,4,LSU
10,12,Jake Tsakalidis,C,7-2,285,"June 10, 1979",Georgia,4,
11,25,Earl Watson,PG,6-1,195,"June 12, 1979",United States,3,UCLA
12,6,Bonzi Wells,SG,6-5,210,"September 28, 1976",United States,6,Ball State University
13,2,Jason Williams,PG,6-1,190,"November 18, 1975",United States,6,"Marshall, Florida"
14,42,Lorenzen Wright,C,6-11,225,"November 4, 1975",United States,8,Memphis
