,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,88,Goga Bitadze,C,6-11,250,"July 20, 1999",Georgia,R,
1,10,Brian Bowen,SF,6-6,190,"October 2, 1998",United States,R,
2,7,Malcolm Brogdon,PG,6-5,229,"December 11, 1992",United States,3,Virginia
3,3,Aaron Holiday,PG,6-0,185,"September 30, 1996",United States,1,UCLA
4,8,Justin Holiday,SF,6-6,180,"April 5, 1989",United States,6,Washington
5,24,Alize Johnson,PF,6-7,212,"April 22, 1996",United States,1,Missouri State
6,26,Jeremy Lamb,SG,6-5,180,"May 30, 1992",United States,7,UConn
7,22,TJ Leaf,PF,6-10,222,"April 30, 1997",Israel,2,UCLA
8,9,TJ McConnell,PG,6-1,190,"March 25, 1992",United States,4,"Duquesne, Arizona"
9,20,Doug McDermott,PF,6-7,225,"January 3, 1992",United States,5,Creighton
10,15,Naz Mitrou-Long,SG,6-3,218,"August 3, 1993",Canada,2,Iowa State
11,4,Victor Oladipo,SG,6-4,213,"May 4, 1992",United States,6,Indiana
12,11,Domantas Sabonis,PF,6-11,240,"May 3, 1996",United States,3,Gonzaga
13,14,JaKarr Sampson,PF,6-7,214,"March 20, 1993",United States,4,St. John's
14,5,Edmond Sumner,SG,6-4,196,"December 31, 1995",United States,2,Xavier
15,33,Myles Turner,C,6-11,250,"March 24, 1996",United States,4,Texas
16,1,TJ Warren,SF,6-8,220,"September 5, 1993",United States,5,NC State
