,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19830,2688,6517,0.412,348,1100,0.316,2340,5417,0.432,1292,1689,0.765,948,2464,3412,1501,592,324,1167,1856,7016
1,Team/G,,241.8,32.8,79.5,0.412,4.2,13.4,0.316,28.5,66.1,0.432,15.8,20.6,0.765,11.6,30.0,41.6,18.3,7.2,4.0,14.2,22.6,85.6
2,Lg Rank,,14,29,20,28.0,22,20,26.0,27,17,28.0,29,28,14.0,19,16,18,29,25,23,9,23,28
3,Year/Year,,-0.5%,-4.0%,2.1%,-0.026,11.5%,22.4%,-0.031,-6.0%,-1.2%,-0.022,4.5%,-1.1%,0.041,5.1%,-3.1%,-1.0%,-9.8%,8.2%,-27.7%,-4.1%,0.5%,-1.9%
4,Opponent,82.0,19830,2713,6208,0.437,406,1149,0.353,2307,5059,0.456,1598,2129,0.751,872,2587,3459,1482,626,436,1173,1671,7430
5,Opponent/G,,241.8,33.1,75.7,0.437,5.0,14.0,0.353,28.1,61.7,0.456,19.5,26.0,0.751,10.6,31.5,42.2,18.1,7.6,5.3,14.3,20.4,90.6
6,Lg Rank,,14,2,2,9.0,9,8,17.0,2,4,9.0,22,22,9.0,3,23,15,1,10,23,20,24,4
7,Year/Year,,-0.5%,1.8%,-1.1%,0.012,7.1%,3.6%,0.012,0.9%,-2.1%,0.014,2.1%,0.1%,0.015,-2.5%,4.1%,2.4%,1.4%,1.0%,23.5%,3.4%,-2.2%,2.1%
