,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,25,James Anderson,SG,6-6,213,"March 25, 1989",United States,1,Oklahoma State
1,45,DeJuan Blair,PF,6-7,270,"April 22, 1989",United States,2,Pitt
2,15,Matt Bonner,PF,6-10,235,"April 5, 1980",United States,7,Florida
3,34,Derrick Byars,PF,6-7,220,"April 25, 1984",United States,R,"Virginia, Vanderbilt"
4,23,Eric Dawson,C,6-9,250,"July 7, 1984",United States,R,Midwestern State University
5,1,Justin Dentmon,PG,5-11,185,"September 5, 1985",United States,R,Washington
6,33,Boris Diaw,PF,6-8,250,"April 16, 1982",France,8,
7,1,Ike Diogu,PF,6-8,250,"September 11, 1983",United States,5,Arizona State
8,21,Tim Duncan,C,6-11,250,"April 25, 1976",U.S. Virgin Islands,14,Wake Forest
9,11,TJ Ford,PG,6-0,165,"March 24, 1983",United States,7,Texas
10,20,Manu Ginobili,SG,6-6,205,"July 28, 1977",Argentina,9,
11,4,Danny Green,SG,6-6,215,"June 22, 1987",United States,2,UNC
12,3,Stephen Jackson,SF,6-8,218,"April 5, 1978",United States,11,Butler County Community College
13,24,Richard Jefferson,SF,6-7,233,"June 21, 1980",United States,10,Arizona
14,5,Cory Joseph,PG,6-3,200,"August 20, 1991",Canada,R,Texas
15,2,Kawhi Leonard,SF,6-7,225,"June 29, 1991",United States,R,San Diego State
16,8,Patty Mills,PG,6-1,180,"August 11, 1988",Australia,2,Saint Mary's
17,14,Gary Neal,SG,6-4,210,"October 3, 1984",United States,1,"La Salle, Towson University"
18,9,Tony Parker,PG,6-2,185,"May 17, 1982",Belgium,10,
19,22,Tiago Splitter,C,6-11,245,"January 1, 1985",Brazil,1,
20,23,Malcolm Thomas,PF,6-9,225,"November 8, 1988",United States,R,"Pepperdine, San Diego State"
