,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,1,Andre Barrett,PG,5-10,172,"February 21, 1982",United States,3,Seton Hall
1,42,Elton Brand,PF,6-8,275,"March 11, 1979",United States,8,Duke
2,19,Sam Cassell,PG,6-3,185,"November 18, 1969",United States,14,Florida State
3,40,Paul Davis,PF,6-11,270,"July 21, 1984",United States,1,Michigan State
4,1,Guillermo Diaz,SG,6-2,192,"March 4, 1985",Puerto Rico,R,Miami (FL)
5,10,Dan Dickau,PG,6-0,190,"September 16, 1978",United States,5,"Washington, Gonzaga"
6,20,Nick Fazekas,PF,6-11,235,"June 17, 1985",United States,R,Nevada
7,24,Richie Frahm,SG,6-5,210,"August 14, 1977",United States,3,Gonzaga
8,35,Chris Kaman,C,7-0,265,"April 28, 1982",United States,4,Central Michigan University
9,22,Brevin Knight,PG,5-10,173,"November 8, 1975",United States,10,Stanford
10,50,Corey Maggette,SF,6-6,218,"November 12, 1979",United States,8,Duke
11,5,Cuttino Mobley,SG,6-4,190,"September 1, 1975",United States,9,Rhode Island
12,1,Smush Parker,PG,6-4,190,"June 1, 1981",United States,4,Fordham
13,23,Ruben Patterson,SF,6-5,224,"July 31, 1975",United States,9,Cincinnati
14,21,Josh Powell,C,6-9,225,"January 25, 1983",United States,2,NC State
15,13,Quinton Ross,SG,6-6,195,"April 30, 1981",United States,3,SMU
16,2,Tim Thomas,PF,6-10,230,"February 26, 1977",United States,10,Villanova
17,12,Al Thornton,PF,6-8,220,"December 7, 1983",United States,R,Florida State
18,34,Aaron Williams,C,6-9,220,"October 2, 1971",United States,13,Xavier
19,3,Marcus Williams,PF,6-7,205,"November 18, 1986",United States,R,Arizona
