,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2019-20,26.0,PHI,NBA,C,24.0,232.0,10.5,0.526,0.021,0.292,9.5,24.8,17.1,4.6,0.6,11.4,24.9,13.4,-0.2,0.5,0.3,0.069,-7.8,2.6,-5.2,-0.2
1,2020-21,27.0,TOT,NBA,C,13.0,84.0,11.6,0.567,0.0,0.4,8.1,16.5,12.4,3.0,0.6,10.0,14.5,10.8,0.1,0.1,0.2,0.112,-3.4,2.4,-1.0,0.0
2,2020-21,27.0,BRK,NBA,C,3.0,28.0,2.1,0.429,0.0,0.0,12.5,15.0,13.8,0.0,0.0,9.4,30.0,15.6,-0.1,0.0,0.0,-0.069,-9.8,0.1,-9.7,-0.1
3,2020-21,27.0,SAC,NBA,C,1.0,4.0,30.1,0.543,0.0,4.0,27.4,0.0,13.9,28.2,0.0,0.0,0.0,29.7,0.0,0.0,0.0,0.374,6.3,-4.9,1.4,0.0
4,2020-21,27.0,NYK,NBA,C,9.0,52.0,15.3,0.698,0.0,0.286,4.2,18.6,11.5,2.7,1.0,11.0,0.0,6.8,0.1,0.1,0.2,0.189,-0.6,4.1,3.5,0.1
5,Career,,,NBA,,37.0,316.0,10.8,0.536,0.016,0.317,9.1,22.6,15.9,4.2,0.6,11.0,22.6,12.7,-0.1,0.6,0.5,0.081,-6.6,2.5,-4.1,-0.2
6,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1 season,,PHI,NBA,,24.0,232.0,10.5,0.526,0.021,0.292,9.5,24.8,17.1,4.6,0.6,11.4,24.9,13.4,-0.2,0.5,0.3,0.069,-7.8,2.6,-5.2,-0.2
8,1 season,,NYK,NBA,,9.0,52.0,15.3,0.698,0.0,0.286,4.2,18.6,11.5,2.7,1.0,11.0,0.0,6.8,0.1,0.1,0.2,0.189,-0.6,4.1,3.5,0.1
9,1 season,,BRK,NBA,,3.0,28.0,2.1,0.429,0.0,0.0,12.5,15.0,13.8,0.0,0.0,9.4,30.0,15.6,-0.1,0.0,0.0,-0.069,-9.8,0.1,-9.7,-0.1
10,1 season,,SAC,NBA,,1.0,4.0,30.1,0.543,0.0,4.0,27.4,0.0,13.9,28.2,0.0,0.0,0.0,29.7,0.0,0.0,0.0,0.374,6.3,-4.9,1.4,0.0
