,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,11,Esteban Batista,PF,6-10,270,"September 2, 1983",Uruguay,1,
1,6,Cedric Bozeman,SG,6-6,207,"March 7, 1983",United States,R,UCLA
2,1,Josh Childress,SG,6-8,210,"June 20, 1983",United States,2,Stanford
3,12,Speedy Claxton,PG,5-11,166,"May 8, 1978",United States,5,Hofstra
4,4,Matt Freije,PF,6-10,240,"October 2, 1981",United States,1,Vanderbilt
5,36,Royal Ivey,PG,6-3,200,"December 20, 1981",United States,2,Texas
6,8,Anthony Johnson,PG,6-3,190,"October 2, 1974",United States,9,College of Charleston
7,2,Joe Johnson,SG,6-7,240,"June 29, 1981",United States,5,Arkansas
8,44,Solomon Jones,PF,6-10,230,"July 16, 1984",United States,R,South Florida
9,10,Tyronn Lue,PG,6-0,175,"May 3, 1977",United States,8,Nebraska
10,14,Stanislav Medvedenko,C,6-10,250,"April 4, 1979",Ukraine,6,
11,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",Georgia,3,
12,32,Jeremy Richardson,SG,6-6,185,"February 11, 1984",United States,R,Delta State University
13,5,Josh Smith,SF,6-9,225,"December 5, 1985",United States,2,
14,20,Salim Stoudamire,SG,6-1,179,"October 11, 1982",United States,1,Arizona
15,7,Dijon Thompson,SF,6-7,195,"February 23, 1983",United States,1,UCLA
16,24,Marvin Williams,PF,6-8,237,"June 19, 1986",United States,1,UNC
17,33,Shelden Williams,PF,6-9,250,"October 21, 1983",United States,R,Duke
18,42,Lorenzen Wright,C,6-11,225,"November 4, 1975",United States,10,Memphis
