,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,0,Gilbert Arenas,PG,6-4,191,"January 6, 1982",United States,8,Arizona
1,7,Andray Blatche,PF,6-11,235,"August 22, 1986",United States,4,
2,12,Earl Boykins,PG,5-5,135,"June 2, 1976",United States,10,Eastern Michigan
3,3,Caron Butler,SF,6-7,228,"March 13, 1980",United States,7,UConn
4,9,Paul Davis,PF,6-11,270,"July 21, 1984",United States,3,Michigan State
5,15,Randy Foye,PG,6-4,213,"September 24, 1983",United States,3,Villanova
6,24,Alonzo Gee,SG,6-6,225,"May 29, 1987",United States,R,Alabama
7,33,Mike Harris,PF,6-6,240,"June 15, 1983",United States,1,Rice University
8,33,Brendan Haywood,C,7-0,268,"November 27, 1979",United States,8,UNC
9,5,Josh Howard,SF,6-7,210,"April 28, 1980",United States,6,Wake Forest
10,9,Cedric Jackson,PG,6-3,191,"March 5, 1986",United States,R,"St. John's, Cleveland State University"
11,13,Mike James,PG,6-2,188,"June 23, 1975",United States,8,Duquesne
12,4,Antawn Jamison,PF,6-8,223,"June 12, 1976",United States,11,UNC
13,2,Shaun Livingston,PG,6-7,192,"September 11, 1985",United States,4,
14,20,Cartier Martin,SF,6-7,220,"November 20, 1984",United States,1,Kansas State
15,34,JaVale McGee,C,7-0,270,"January 19, 1988",United States,1,Nevada
16,5,Dominic McGuire,SF,6-9,220,"October 20, 1985",United States,2,"California, Fresno State"
17,6,Mike Miller,SG,6-8,218,"February 19, 1980",United States,9,Florida
18,21,Fabricio Oberto,C,6-10,245,"March 21, 1975",Argentina,4,
19,3,Quinton Ross,SG,6-6,195,"April 30, 1981",United States,5,SMU
20,22,James Singleton,PF,6-8,216,"July 20, 1981",United States,3,Murray State
21,2,DeShawn Stevenson,SG,6-5,210,"April 3, 1981",United States,9,
22,14,Al Thornton,SF,6-8,220,"December 7, 1983",United States,2,Florida State
23,1,Nick Young,SG,6-7,210,"June 1, 1985",United States,2,USC
