,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,43,Jonah Bolden,C,6-8,220,"January 2, 1996",Australia,1,UCLA
1,23,Trey Burke,PG,6-0,185,"November 12, 1992",United States,6,Michigan
2,20,Alec Burks,SG,6-6,214,"July 20, 1991",United States,8,Colorado
3,21,Joel Embiid,C,7-0,280,"March 16, 1994",Cameroon,3,Kansas
4,11,James Ennis,SF,6-6,215,"July 1, 1990",United States,5,Cal State Long Beach
5,12,Tobias Harris,PF,6-8,226,"July 15, 1992",United States,8,Tennessee
6,42,Al Horford,C,6-9,240,"June 3, 1986",Dominican Republic,12,Florida
7,30,Furkan Korkmaz,SG,6-7,202,"July 24, 1997",Turkey,2,
8,18,Shake Milton,SG,6-5,205,"September 26, 1996",United States,1,SMU
9,19,Raul Neto,PG,6-1,180,"May 19, 1992",Brazil,4,
10,9,Kyle O'Quinn,C,6-9,250,"March 26, 1990",United States,7,Norfolk State
11,14,Norvel Pelle,C,6-10,231,"February 3, 1993",Antigua & Barbuda,R,
12,0,Josh Richardson,SG,6-5,200,"September 15, 1993",United States,4,Tennessee
13,40,Glenn Robinson,SF,6-6,222,"January 8, 1994",United States,5,Michigan
14,1,Mike Scott,PF,6-7,237,"July 16, 1988",United States,7,Virginia
15,35,Marial Shayok,SG,6-5,198,"July 26, 1995",Canada,R,"Virginia, Iowa State"
16,25,Ben Simmons,PG,6-11,240,"July 20, 1996",Australia,2,LSU
17,5,Zhaire Smith,SF,6-3,205,"June 4, 1999",United States,1,Texas Tech
18,22,Matisse Thybulle,SG,6-5,201,"March 4, 1997",United States,R,Washington
