,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2008-09,21.0,CHA,NBA,PG,72.0,12.0,26.5,3.7,8.6,0.43,1.5,3.4,0.439,2.2,5.2,0.424,0.517,2.9,3.2,0.893,0.2,1.6,1.8,3.5,0.6,0.0,1.7,1.9,11.8
1,2009-10,22.0,CHA,NBA,PG,80.0,2.0,18.4,2.1,5.4,0.386,0.9,2.2,0.393,1.2,3.2,0.381,0.467,1.3,1.6,0.779,0.1,1.1,1.2,2.4,0.6,0.1,0.9,1.6,6.4
2,2010-11,23.0,CHA,NBA,PG,82.0,82.0,33.6,4.9,11.7,0.416,1.4,4.1,0.333,3.5,7.6,0.461,0.474,3.3,3.6,0.906,0.5,2.3,2.7,6.1,0.7,0.0,1.9,1.9,14.4
3,2011-12,24.0,CHA,NBA,PG,48.0,46.0,29.3,3.8,10.1,0.376,1.3,3.7,0.341,2.5,6.4,0.396,0.438,2.2,2.5,0.875,0.5,1.8,2.3,6.4,0.8,0.0,2.3,1.4,11.1
4,2012-13,25.0,IND,NBA,PG,76.0,5.0,16.1,1.4,3.9,0.35,0.9,2.5,0.353,0.5,1.4,0.346,0.464,1.1,1.3,0.838,0.3,0.9,1.2,2.2,0.4,0.0,0.9,0.8,4.7
5,2013-14,26.0,TOT,NBA,PG,71.0,9.0,27.3,4.2,10.1,0.415,1.9,4.7,0.401,2.3,5.4,0.427,0.508,2.8,3.2,0.885,0.2,1.6,1.8,4.4,0.7,0.0,1.8,2.1,13.1
6,2013-14,26.0,TOR,NBA,PG,10.0,0.0,8.2,0.7,2.4,0.292,0.1,1.1,0.091,0.6,1.3,0.462,0.313,0.6,0.6,1.0,0.0,0.4,0.4,1.0,0.1,0.0,0.9,0.7,2.1
7,2013-14,26.0,CHI,NBA,PG,61.0,9.0,30.4,4.8,11.4,0.419,2.2,5.3,0.411,2.6,6.1,0.426,0.514,3.2,3.6,0.882,0.2,1.8,2.1,5.0,0.9,0.0,1.9,2.3,14.9
8,2014-15,27.0,TOT,NBA,PG,82.0,14.0,24.0,3.1,7.9,0.399,1.0,3.0,0.337,2.1,4.9,0.436,0.463,2.2,2.5,0.868,0.2,1.7,2.0,4.3,0.6,0.0,1.8,1.1,9.5
9,2014-15,27.0,DET,NBA,PG,54.0,13.0,23.8,3.5,8.5,0.41,0.9,2.8,0.327,2.6,5.8,0.45,0.463,2.7,3.1,0.87,0.2,1.6,1.9,4.9,0.6,0.0,2.0,1.1,10.6
