,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,34,Mengke Bateer,C,6-11,290,"November 20, 1975",China,1,
1,12,Bruce Bowen,SF,6-7,185,"June 14, 1971",United States,6,Cal State Fullerton
2,23,Devin Brown,SG,6-5,220,"December 30, 1978",United States,R,Texas-San Antonio
3,10,Speedy Claxton,PG,5-11,166,"May 8, 1978",United States,1,Hofstra
4,21,Tim Duncan,PF,6-11,250,"April 25, 1976",U.S. Virgin Islands,5,Wake Forest
5,35,Danny Ferry,SF,6-10,230,"October 17, 1966",United States,12,Duke
6,20,Manu Ginobili,SG,6-6,205,"July 28, 1977",Argentina,R,
7,5,Anthony Goldwire,PG,6-1,182,"September 6, 1971",United States,4,Houston
8,3,Stephen Jackson,SG,6-8,218,"April 5, 1978",United States,2,Butler County Community College
9,25,Steve Kerr,PG,6-3,175,"September 27, 1965",Lebanon,14,Arizona
10,9,Tony Parker,PG,6-2,185,"May 17, 1982",Belgium,1,
11,50,David Robinson,C,7-1,235,"August 6, 1965",United States,13,United States Naval Academy
12,31,Malik Rose,PF,6-7,250,"November 23, 1974",United States,6,Drexel
13,8,Steve Smith,SG,6-7,200,"March 31, 1969",United States,11,Michigan State
14,42,Kevin Willis,C,7-0,220,"September 6, 1962",United States,17,Michigan State
