,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,42,Charlie Bell,SG,6-3,200,"March 12, 1979",United States,2,Michigan State
1,5,Steve Blake,PG,6-3,172,"February 26, 1980",United States,3,Maryland
2,6,Andrew Bogut,C,7-0,260,"November 28, 1984",Australia,1,Utah
3,11,Earl Boykins,PG,5-5,135,"June 2, 1976",United States,8,Eastern Michigan
4,50,Dan Gadzuric,C,6-11,240,"February 2, 1978",Netherlands,4,UCLA
5,3,Lynn Greer,SG,6-2,175,"October 23, 1979",United States,R,Temple
6,24,Julius Hodge,SG,6-7,210,"November 18, 1983",United States,1,NC State
7,19,Ersan Ilyasova,PF,6-9,235,"May 15, 1987",Turkey,R,
8,52,Damir Markota,PF,6-10,225,"December 26, 1985",Bosnia & Herzegovina,R,
9,12,Chris McCray,SG,6-5,192,"May 27, 1984",United States,R,Maryland
10,34,David Noel,PF,6-6,230,"February 27, 1984",United States,R,UNC
11,23,Ruben Patterson,SF,6-5,224,"July 31, 1975",United States,8,Cincinnati
12,22,Michael Redd,SF,6-6,220,"August 24, 1979",United States,6,Ohio State
13,55,Jared Reiner,C,6-11,255,"April 8, 1982",United States,1,Iowa
14,54,Brian Skinner,PF,6-9,255,"May 19, 1976",United States,8,Baylor
15,31,Charlie Villanueva,PF,6-11,232,"August 24, 1984",United States,1,UConn
16,25,Mo Williams,PG,6-1,198,"December 19, 1982",United States,3,Alabama
