,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,13,Maurice Ager,SG,6-5,202,"February 9, 1984",United States,1,Michigan State
1,30,Malik Allen,PF,6-10,255,"June 27, 1978",United States,6,Villanova
2,10,Darrell Armstrong,PG,6-0,170,"June 22, 1968",United States,13,Fayetteville State University
3,2,Josh Boone,PF,6-10,237,"November 21, 1984",United States,1,UConn
4,15,Vince Carter,SG,6-6,220,"January 26, 1977",United States,9,UNC
5,35,Jason Collins,C,7-0,255,"December 2, 1978",United States,6,Stanford
6,14,DeSagana Diop,C,7-0,300,"January 30, 1982",Senegal,6,
7,8,Eddie Gill,PG,6-0,190,"August 16, 1978",United States,5,Weber State
8,34,Devin Harris,PG,6-3,185,"February 27, 1983",United States,3,Wisconsin
9,44,Trenton Hassell,SG,6-5,200,"March 4, 1979",United States,6,Austin Peay State University
10,24,Richard Jefferson,SF,6-7,233,"June 21, 1980",United States,6,Arizona
11,5,Jason Kidd,PG,6-4,205,"March 23, 1973",United States,13,California
12,12,Nenad Krstic,C,7-0,240,"July 25, 1983",Serbia,3,
13,20,Jamaal Magloire,C,6-11,259,"May 21, 1978",Canada,7,Kentucky
14,7,Bostjan Nachbar,PF,6-9,221,"July 3, 1980",Slovenia,5,
15,6,Stromile Swift,PF,6-9,225,"November 21, 1979",United States,7,LSU
16,22,Billy Thomas,SF,6-4,208,"December 23, 1975",United States,2,Kansas
17,1,Marcus Williams,PG,6-3,205,"December 3, 1985",United States,1,UConn
18,51,Sean Williams,C,6-10,235,"September 13, 1986",United States,R,Boston College
19,21,Antoine Wright,SG,6-7,210,"February 6, 1984",United States,2,Texas A&M
