Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,23.0,MIN,NBA,PG,30,590,16.3,0.587,0.427,0.219,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,1.1,0.4,1.6,0.13,0.3,0.0,0.3,0.3
2020-21,24.0,MIN,NBA,PG,51,938,12.0,0.502,0.38,0.124,2.3,10.4,6.2,28.0,2.6,0.6,16.7,13.7,0.6,0.6,1.2,0.062,-2.1,0.0,-2.2,0.0
2021-22,25.0,MIN,NBA,PG,16,165,8.0,0.384,0.472,0.194,1.2,7.2,4.1,27.6,2.6,0.0,22.0,12.7,-0.1,0.2,0.1,0.024,-4.5,-0.6,-5.1,-0.1
Career,,,NBA,,97,1693,13.1,0.526,0.406,0.167,1.8,9.2,5.4,29.0,2.6,0.5,16.0,14.3,1.6,1.2,2.9,0.082,-1.5,-0.1,-1.6,0.2
