,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,40,42,38,44,-1.04,-0.04,-1.07,106.3,107.4,91.2,0.322,0.203,0.492,13.8,27.3,0.238,0.504,13.8,74.6,0.262,Bradley Center,681337
1,Lg Rank,17,14,16,16,16.0,16.0,16.0,14.0,23.0,13.0,20.0,18.0,14.0,16.0,11.0,22.0,23.0,12.0,6.0,21.0,,20
