,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,45,Cole Aldrich,C,6-11,250,"October 31, 1988",United States,7,Kansas
1,8,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",Serbia,2,
2,30,Aaron Brooks,PG,6-0,161,"January 14, 1985",United States,9,Oregon
3,3,Anthony Brown,SF,6-7,210,"October 10, 1992",United States,2,Stanford
4,23,Jimmy Butler,SG,6-7,230,"September 14, 1989",United States,6,Marquette
5,11,Jamal Crawford,SG,6-5,185,"March 20, 1980",United States,17,Michigan
6,5,Gorgui Dieng,C,6-10,252,"January 18, 1990",Senegal,4,Louisville
7,13,Marcus Georges-Hunt,SG,6-5,216,"March 28, 1994",United States,1,Georgia Tech
8,67,Taj Gibson,PF,6-9,232,"June 24, 1985",United States,8,USC
9,1,Tyus Jones,PG,6-0,196,"May 10, 1996",United States,2,Duke
10,15,Shabazz Muhammad,SF,6-6,223,"November 13, 1992",United States,4,UCLA
11,24,Justin Patton,C,6-11,241,"June 14, 1997",United States,R,Creighton
12,25,Derrick Rose,PG,6-2,200,"October 4, 1988",United States,8,Memphis
13,0,Jeff Teague,PG,6-3,195,"June 10, 1988",United States,8,Wake Forest
14,32,Karl-Anthony Towns,C,6-11,248,"November 15, 1995",United States,2,Kentucky
15,22,Andrew Wiggins,SF,6-7,197,"February 23, 1995",Canada,3,Kansas
