,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,22,Morris Almond,SG,6-6,225,"February 2, 1985",United States,1,Rice University
1,5,Carlos Boozer,PF,6-9,258,"November 20, 1981",Germany,6,Duke
2,9,Ronnie Brewer,SF,6-7,220,"March 20, 1985",United States,2,Arkansas
3,31,Jarron Collins,C,6-11,255,"December 2, 1978",United States,7,Stanford
4,44,Kyrylo Fesenko,C,7-1,288,"December 24, 1986",Ukraine,1,
5,15,Matt Harpring,SG,6-7,231,"May 31, 1976",United States,10,Georgia Tech
6,47,Andrei Kirilenko,PF,6-9,220,"February 18, 1981",Russia,7,
7,2,Brevin Knight,PG,5-10,173,"November 8, 1975",United States,11,Stanford
8,26,Kyle Korver,SF,6-7,212,"March 17, 1981",United States,5,Creighton
9,41,Kosta Koufos,C,7-0,245,"February 24, 1989",United States,R,Ohio State
10,34,CJ Miles,SG,6-6,220,"March 18, 1987",United States,3,
11,24,Paul Millsap,PF,6-7,257,"February 10, 1985",United States,2,Louisiana Tech
12,13,Mehmet Okur,C,6-11,249,"May 26, 1979",Turkey,6,
13,17,Ronnie Price,PG,6-2,190,"June 21, 1983",United States,3,"Nicholls State, Utah Valley"
14,8,Deron Williams,PG,6-3,200,"June 26, 1984",United States,3,Illinois
