Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,20.0,DEN,NBA,PF,7,87,14.4,0.617,0.321,0.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,0.0,0.1,0.1,0.063,-2.1,-0.7,-2.9,0.0
2020-21,21.0,DEN,NBA,PF,32,160,9.4,0.534,0.414,0.259,0.0,16.9,8.5,6.0,0.9,6.1,16.8,21.2,-0.2,0.2,0.0,-0.004,-3.6,-0.7,-4.4,-0.1
2021-22,22.0,DEN,NBA,PF,4,16,16.3,0.436,0.167,0.333,6.8,27.0,17.0,19.0,3.1,0.0,0.0,19.0,0.0,0.0,0.0,0.144,0.9,3.6,4.5,0.0
Career,,,NBA,,43,263,11.5,0.554,0.37,0.293,2.5,17.9,10.3,8.0,1.1,5.8,18.1,21.0,-0.2,0.3,0.2,0.027,-2.9,-0.5,-3.3,-0.1
