,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,34,Ray Allen,SG,6-5,205,"July 20, 1975",United States,9,UConn
1,5,Rick Brunson,PG,6-4,190,"June 14, 1972",United States,8,Temple
2,24,Mateen Cleaves,PG,6-2,205,"September 7, 1977",United States,5,Michigan State
3,4,Nick Collison,PF,6-10,255,"October 26, 1980",United States,1,Kansas
4,30,Reggie Evans,PF,6-8,245,"May 18, 1980",United States,3,Iowa
5,16,Noel Felix,SF,6-9,225,"October 4, 1981",United States,R,Fresno State
6,21,Danny Fortson,C,6-7,260,"March 27, 1976",United States,8,Cincinnati
7,7,Rashard Lewis,SF,6-10,215,"August 8, 1979",United States,7,
8,33,Mikki Moore,C,6-11,225,"November 4, 1975",United States,7,Nebraska
9,22,Ronald Murray,SG,6-4,190,"July 29, 1979",United States,3,"Meridian Community College, Shaw"
10,27,Johan Petro,C,7-0,247,"January 27, 1986",France,R,
11,9,Vitaly Potapenko,C,6-10,280,"March 21, 1975",Ukraine,9,Wright State University
12,77,Vladimir Radmanovic,PF,6-10,227,"November 19, 1980",Bosnia & Herzegovina,4,
13,8,Luke Ridnour,PG,6-2,175,"February 13, 1981",United States,2,Oregon
14,31,Robert Swift,C,7-0,245,"December 3, 1985",United States,1,
15,25,Earl Watson,PG,6-1,195,"June 12, 1979",United States,4,UCLA
16,54,Chris Wilcox,PF,6-10,221,"September 3, 1982",United States,3,Maryland
17,12,Damien Wilkins,SF,6-6,225,"January 11, 1980",United States,1,"NC State, Georgia"
18,29,Mike Wilks,PG,5-10,185,"May 7, 1979",United States,3,Rice University
