,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2018-19,23.0,BRK,NBA,SG,18.0,211.0,8.1,0.49,0.63,0.301,2.0,15.9,9.0,14.1,1.4,0.0,17.9,20.0,-0.2,0.2,0.0,0.004,-3.6,0.4,-3.2,-0.1
1,2019-20,24.0,BRK,NBA,SG,33.0,365.0,5.2,0.37,0.516,0.103,2.9,12.2,7.7,21.7,2.2,0.9,16.9,22.3,-1.0,0.4,-0.6,-0.078,-6.8,-0.2,-7.0,-0.5
2,2020-21,25.0,NYK,NBA,SG,17.0,34.0,-8.1,0.111,0.889,0.0,0.0,15.8,8.0,3.7,0.0,0.0,10.0,13.1,-0.2,0.0,-0.1,-0.205,-13.6,-2.9,-16.5,-0.1
3,Career,,,NBA,,68.0,610.0,5.4,0.4,0.565,0.16,2.4,13.7,8.1,18.0,1.8,0.5,17.0,21.0,-1.4,0.7,-0.7,-0.057,-6.1,-0.1,-6.2,-0.6
4,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2 seasons,,BRK,NBA,,51.0,576.0,6.2,0.411,0.553,0.167,2.6,13.6,8.1,18.9,1.9,0.6,17.2,21.5,-1.2,0.7,-0.6,-0.048,-5.6,0.0,-5.6,-0.5
6,1 season,,NYK,NBA,,17.0,34.0,-8.1,0.111,0.889,0.0,0.0,15.8,8.0,3.7,0.0,0.0,10.0,13.1,-0.2,0.0,-0.1,-0.205,-13.6,-2.9,-16.5,-0.1
