,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,21,Patrick Beverley,PG,6-1,180,"July 12, 1988",us,7,Arkansas
1,7,Amir Coffey,SG,6-7,210,"June 17, 1997",us,R,Minnesota
2,13,Paul George,SF,6-8,220,"May 2, 1990",us,9,Fresno State
3,4,JaMychal Green,PF,6-8,227,"June 21, 1990",us,5,Alabama
4,"8, 11",Maurice Harkless,PF,6-7,220,"May 11, 1993",us,7,St. John's
5,5,Montrezl Harrell,C,6-7,240,"January 26, 1994",us,4,Louisville
6,1,Reggie Jackson,SG,6-2,208,"April 16, 1990",it,8,Boston College
7,25,Mfiondu Kabengele,C,6-9,250,"August 14, 1997",ca,R,Florida State
8,2,Kawhi Leonard,SF,6-7,225,"June 29, 1991",us,8,San Diego State
9,14,Terance Mann,SF,6-5,215,"October 18, 1996",us,R,Florida State
10,19,Rodney McGruder,SG,6-4,205,"July 29, 1991",us,3,Kansas State
11,31,Marcus Morris,PF,6-8,218,"September 2, 1989",us,8,Kansas
12,15,Johnathan Motley,PF,6-8,230,"May 4, 1995",us,2,Baylor
13,55,Joakim Noah,C,6-11,230,"February 25, 1985",us,12,Florida
14,54,Patrick Patterson,PF,6-8,235,"March 14, 1989",us,9,Kentucky
15,1,Jerome Robinson,SG,6-4,190,"February 22, 1997",us,1,Boston College
16,20,Landry Shamet,SG,6-4,190,"March 13, 1997",us,1,Wichita State
17,10,Derrick Walton,PG,6-0,189,"April 3, 1995",us,1,Michigan
18,23,Lou Williams,PG,6-1,175,"October 27, 1986",us,14,
19,40,Ivica Zubac,C,7-0,240,"March 18, 1997",ba,3,
