,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,17,Lou Amundson,PF,6-9,220,"December 7, 1982",United States,7,UNLV
1,14,DJ Augustin,PG,5-11,183,"November 10, 1987",United States,5,Texas
2,5,Carlos Boozer,PF,6-9,258,"November 20, 1981",Germany,11,Duke
3,11,Ronnie Brewer,SF,6-7,220,"March 20, 1985",United States,7,Arkansas
4,21,Jimmy Butler,SG,6-7,230,"September 14, 1989",United States,2,Marquette
5,9,Luol Deng,SF,6-9,237,"April 16, 1985",South Sudan,9,Duke
6,34,Mike Dunleavy,SF,6-9,230,"September 15, 1980",United States,11,Duke
7,32,Jimmer Fredette,SG,6-2,195,"February 25, 1989",United States,2,BYU
8,22,Taj Gibson,PF,6-9,232,"June 24, 1985",United States,4,USC
9,12,Kirk Hinrich,PG,6-4,190,"January 2, 1981",United States,10,Kansas
10,8,Mike James,PG,6-2,188,"June 23, 1975",United States,11,Duquesne
11,15,Cartier Martin,SF,6-7,220,"November 20, 1984",United States,5,Kansas State
12,48,Nazr Mohammed,C,6-10,221,"September 5, 1977",United States,15,Kentucky
13,31,Erik Murphy,C,6-10,230,"October 26, 1990",France,R,Florida
14,13,Joakim Noah,C,6-11,230,"February 25, 1985",United States,6,Florida
15,1,Derrick Rose,PG,6-2,200,"October 4, 1988",United States,4,Memphis
16,7,Tornike Shengelia,SF,6-9,217,"October 5, 1991",Georgia,1,
17,20,Tony Snell,SG,6-6,213,"November 10, 1991",United States,R,New Mexico
18,25,Marquis Teague,SG,6-2,189,"February 28, 1993",United States,1,Kentucky
19,32,Jarvis Varnado,PF,6-9,230,"March 1, 1988",United States,1,Mississippi State
