,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,50,32,48,34,2.33,0.38,2.71,107.2,104.7,92.5,0.311,0.199,0.486,13.3,30.2,0.228,0.477,13.4,72.7,0.241,STAPLES Center,777888
1,Lg Rank,5,23,10,10,9.0,9.0,9.0,4.0,19.0,8.0,12.0,8.0,8.0,7.0,9.0,13.0,17.0,21.0,8.0,20.0,,9
