,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,25,41,22,44,-4.79,-0.4,-5.19,101.0,106.3,89.2,0.279,0.175,0.468,15.0,28.1,0.21,0.5,14.2,72.8,0.226,The Palace of Auburn Hills,475638
1,Lg Rank,22,9,26,26,25.0,24.0,27.0,26.0,22.0,26.0,12.0,25.0,28.0,28.0,9.0,12.0,24.0,10.0,17.0,24.0,,28
