,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Chucky Atkins,PG,5-11,160,"August 14, 1974",United States,3,South Florida
1,20,Jon Barry,SG,6-4,195,"July 25, 1969",United States,10,"University of the Pacific, Georgia Tech"
2,1,Chauncey Billups,PG,6-3,202,"September 25, 1976",United States,5,Colorado
3,12,Michael Curry,SF,6-5,210,"August 22, 1968",United States,8,Georgia Southern University
4,44,Hubert Davis,SG,6-5,183,"May 17, 1970",United States,10,UNC
5,32,Richard Hamilton,SG,6-6,185,"February 14, 1978",United States,3,UConn
6,5,Danny Manning,PF,6-10,230,"May 17, 1966",United States,14,Kansas
7,13,Mehmet Okur,PF,6-11,249,"May 26, 1979",Turkey,R,
8,22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",United States,R,Kentucky
9,39,Zeljko Rebraca,C,7-0,257,"April 9, 1972",Serbia,1,
10,52,Don Reid,PF,6-8,250,"December 30, 1973",United States,7,Georgetown
11,30,Clifford Robinson,PF,6-10,225,"December 16, 1966",United States,13,UConn
12,6,Pepe Sanchez,PG,6-4,195,"May 8, 1977",Argentina,1,Temple
13,3,Ben Wallace,C,6-9,240,"September 10, 1974",United States,6,Virginia Union University
14,34,Corliss Williamson,SF,6-7,245,"December 4, 1973",United States,7,Arkansas
