,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,1967-68,23.0,TOT,ABA,PF,72.0,1475.0,9.6,0.381,0.106,0.152,,,12.4,4.9,,,10.1,22.1,-2.9,1.4,-1.5,-0.048,,,,
1,1967-68,23.0,KEN,ABA,PF,17.0,279.0,11.9,0.384,0.16,0.154,,,13.7,2.9,,,9.9,26.1,-0.6,0.3,-0.3,-0.053,,,,
2,1967-68,23.0,NJA,ABA,PF,55.0,1196.0,9.1,0.38,0.091,0.151,,,12.1,5.4,,,10.1,21.1,-2.3,1.1,-1.2,-0.047,,,,
3,1968-69,24.0,TOT,ABA,PF,78.0,2484.0,18.7,0.481,0.127,0.175,,,10.3,9.7,,,10.0,25.1,1.4,2.2,3.6,0.07,,,,
4,1968-69,24.0,NYA,ABA,PF,9.0,205.0,11.1,0.466,0.111,0.236,,,9.6,6.3,,,10.2,15.8,0.0,0.1,0.1,0.027,,,,
5,1968-69,24.0,HSM,ABA,PF,69.0,2279.0,19.4,0.481,0.128,0.172,,,10.4,10.0,,,9.9,26.0,1.4,2.1,3.5,0.074,,,,
6,1969-70,25.0,PTP,ABA,PF,81.0,2347.0,14.3,0.438,0.041,0.132,,,9.9,7.5,,,9.6,24.0,-2.1,1.7,-0.4,-0.009,,,,
7,1970-71,26.0,PTC,ABA,PF,84.0,2595.0,14.7,0.471,0.03,0.127,,,10.5,6.4,,,10.1,21.4,-0.2,1.9,1.8,0.033,,,,
8,1971-72,27.0,TOT,ABA,PF,67.0,1534.0,14.1,0.45,0.054,0.113,6.7,16.5,11.5,8.2,,,9.0,24.2,-1.4,1.1,-0.3,-0.011,,,,
9,1971-72,27.0,PTC,ABA,PF,17.0,409.0,11.1,0.424,0.032,0.12,5.8,18.7,12.3,4.9,,,9.5,22.4,-0.7,0.0,-0.7,-0.08,,,,
10,1971-72,27.0,CAR,ABA,PF,50.0,1125.0,15.2,0.458,0.061,0.111,7.1,15.6,11.2,9.4,,,8.8,24.8,-0.8,1.1,0.3,0.015,,,,
11,1972-73,28.0,SDA,ABA,PF,80.0,2952.0,16.1,0.478,0.076,0.136,5.7,14.4,9.9,9.6,,,8.0,25.9,-0.9,3.5,2.7,0.044,,,,
12,1973-74,29.0,SDA,ABA,PF,84.0,2652.0,16.8,0.477,0.114,0.141,6.0,12.4,9.1,6.9,1.2,0.2,7.1,26.5,2.9,1.4,4.3,0.077,1.3,-1.9,-0.7,0.9
13,1974-75,30.0,TOT,ABA,PF,81.0,2812.0,14.1,0.467,0.088,0.058,4.8,13.2,8.9,7.6,1.6,0.5,7.2,24.3,0.4,1.7,2.1,0.035,-1.0,-1.5,-2.4,-0.3
14,1974-75,30.0,SDA,ABA,PF,9.0,253.0,13.1,0.438,0.071,0.029,4.1,15.5,9.7,10.8,1.1,1.0,9.0,28.8,-0.2,0.1,-0.1,-0.016,-2.1,-1.4,-3.5,-0.1
15,1974-75,30.0,MMS,ABA,PF,72.0,2559.0,14.2,0.471,0.091,0.061,4.9,13.0,8.8,7.2,1.7,0.4,6.9,23.8,0.6,1.5,2.1,0.04,-0.9,-1.5,-2.3,-0.2
16,1975-76,31.0,TOT,ABA,PF,20.0,350.0,6.6,0.341,0.066,0.112,6.2,7.4,6.7,9.0,1.1,0.2,5.9,24.5,-0.6,0.2,-0.3,-0.047,-4.1,-1.6,-5.8,-0.5
17,1975-76,31.0,SDS,ABA,PF,10.0,227.0,7.6,0.378,0.042,0.151,5.0,7.5,6.2,5.5,1.3,0.2,8.0,24.0,-0.3,0.2,-0.1,-0.023,-3.9,-1.3,-5.1,-0.2
18,1975-76,31.0,SAA,ABA,PF,10.0,123.0,4.7,0.282,0.103,0.051,8.4,7.0,7.7,15.5,0.7,0.0,2.4,25.6,-0.3,0.1,-0.2,-0.092,-4.6,-2.3,-6.9,-0.3
19,Career,,,ABA,,647.0,19201.0,15.0,0.459,0.08,0.128,5.7,13.6,10.0,7.8,1.4,0.4,8.7,24.3,-3.5,15.2,11.8,0.029,-0.1,-1.7,-1.8,0.1
20,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,4 seasons,,"SDA,SDS",ABA,,183.0,6084.0,16.0,0.472,0.092,0.134,5.7,13.3,9.4,8.3,1.2,0.3,7.7,26.2,1.5,5.3,6.7,0.053,0.6,-1.8,-1.2,0.5
