,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19755,2886,6647,0.434,509,1489,0.342,2377,5158,0.461,1546,2075,0.745,856,2449,3305,1720,544,341,1166,1648,7827
1,Team/G,,240.9,35.2,81.1,0.434,6.2,18.2,0.342,29.0,62.9,0.461,18.9,25.3,0.745,10.4,29.9,40.3,21.0,6.6,4.2,14.2,20.1,95.5
2,Lg Rank,,27,28,13,29.0,16,13,23.0,27,16,28.0,8,8,24.0,19,21,22,20,26,28,18,12,25
3,Year/Year,,-0.1%,-6.9%,4.0%,-0.051,-15.4%,-5.9%,-0.039,-4.9%,7.3%,-0.059,-1.5%,-4.8%,0.025,8.2%,-9.0%,-5.1%,-6.3%,-3.5%,-19.8%,2.6%,3.6%,-6.5%
4,Opponent,82.0,19755,3232,6804,0.475,664,1614,0.411,2568,5190,0.495,1438,1894,0.759,894,2676,3570,1984,619,489,1111,1747,8566
5,Opponent/G,,240.9,39.4,83.0,0.475,8.1,19.7,0.411,31.3,63.3,0.495,17.5,23.1,0.759,10.9,32.6,43.5,24.2,7.5,6.0,13.5,21.3,104.5
6,Lg Rank,,27,26,20,27.0,30,27,30.0,18,14,20.0,7,7,10.0,17,30,26,28,22,28,25,10,23
7,Year/Year,,-0.1%,10.1%,2.6%,0.032,26.7%,6.8%,0.065,6.5%,1.3%,0.024,-0.4%,-0.7%,0.002,12.6%,13.1%,13.0%,19.4%,14.2%,50.5%,6.3%,2.3%,9.3%
