,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Carmelo Anthony,SF,6-7,238,"May 29, 1984",United States,8,Syracuse
1,32,Renaldo Balkman,SF,6-8,208,"July 14, 1984",United States,5,South Carolina
2,20,Mike Bibby,PG,6-1,190,"May 13, 1978",United States,13,Arizona
3,6,Tyson Chandler,C,7-0,235,"October 2, 1982",United States,10,
4,85,Baron Davis,PG,6-3,209,"April 13, 1979",United States,12,UCLA
5,23,Toney Douglas,PG,6-2,195,"March 16, 1986",United States,2,"Auburn, Florida State"
6,2,Landry Fields,SG,6-7,210,"June 27, 1988",United States,1,Stanford
7,50,Dan Gadzuric,C,6-11,240,"February 2, 1978",Netherlands,9,UCLA
8,55,Josh Harrellson,PF,6-10,275,"February 12, 1989",United States,R,Kentucky
9,9,Jared Jeffries,PF,6-11,230,"November 25, 1981",United States,9,Indiana
10,44,Jerome Jordan,C,7-0,253,"September 29, 1986",Jamaica,R,Tulsa
11,17,Jeremy Lin,PG,6-3,200,"August 23, 1988",United States,1,Harvard University
12,16,Steve Novak,PF,6-10,225,"June 13, 1983",United States,5,Marquette
13,21,Iman Shumpert,PG,6-5,215,"June 26, 1990",United States,R,Georgia Tech
14,8,JR Smith,SG,6-6,225,"September 9, 1985",United States,7,
15,1,Amar'e Stoudemire,PF,6-10,245,"November 16, 1982",United States,9,
16,5,Henry Walker,SG,6-6,220,"October 9, 1987",United States,3,Kansas State
