,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,30.0,Stephen Curry,PG,6-3,185,"March 14, 1988",us,12,Davidson
1,22.0,Andrew Wiggins,PF,6-7,197,"February 23, 1995",ca,7,Kansas
2,3.0,Jordan Poole,SG,6-4,194,"June 19, 1999",us,2,Michigan
3,1.0,Damion Lee,SG,6-5,210,"October 21, 1992",us,4,"Drexel, Louisville"
4,8.0,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",rs,6,
5,9.0,Andre Iguodala,SF,6-6,215,"January 28, 1984",us,17,Arizona
6,23.0,Draymond Green,PF,6-6,230,"March 4, 1990",us,9,Michigan State
7,5.0,Kevon Looney,C,6-9,222,"February 6, 1996",us,6,UCLA
8,95.0,Juan Toscano-Anderson,SF,6-6,209,"April 10, 1993",us,2,Marquette
9,32.0,Otto Porter,PF,6-8,198,"June 3, 1993",us,8,Georgetown
10,4.0,Moses Moody,G,6-6,205,"May 31, 2002",us,R,Arkansas
11,0.0,Gary Payton II,PG,6-3,190,"December 1, 1992",us,5,Oregon State
12,,James Wiseman,C,7-0,240,"March 31, 2001",us,1,Memphis
13,,Chris Chiozza (TW),PG,5-11,175,"November 21, 1995",us,3,Florida
14,,Jeff Dowtin (TW),G,6-3,185,"May 10, 1997",us,R,Rhode Island
15,,Jonathan Kuminga,F,6-8,210,"October 6, 2002",cd,R,
16,,Klay Thompson,SG,6-6,215,"February 8, 1990",us,8,Washington State
