,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,5,Lavoy Allen,PF,6-9,260,"February 4, 1989",United States,5,Temple
1,0,Aaron Brooks,PG,6-0,161,"January 14, 1985",United States,8,Oregon
2,25,Rakeem Christmas,PF,6-9,250,"December 1, 1991",United States,1,Syracuse
3,11,Monta Ellis,SG,6-3,185,"October 26, 1985",United States,11,
4,13,Paul George,SF,6-8,220,"May 2, 1990",United States,6,Fresno State
5,7,Al Jefferson,C,6-10,289,"January 4, 1985",United States,12,
6,0,CJ Miles,SF,6-6,220,"March 18, 1987",United States,11,
7,32,Georges Niang,PF,6-7,230,"June 17, 1993",United States,R,Iowa State
8,40,Glenn Robinson,SF,6-6,222,"January 8, 1994",United States,2,Michigan
9,1,Kevin Seraphin,PF,6-9,285,"December 7, 1989",French Guiana,6,
10,6,Lance Stephenson,SG,6-6,230,"September 5, 1990",United States,6,Cincinnati
11,2,Rodney Stuckey,PG,6-5,210,"April 21, 1986",United States,9,Eastern Washington
12,44,Jeff Teague,PG,6-3,195,"June 10, 1988",United States,7,Wake Forest
13,33,Myles Turner,C,6-11,250,"March 24, 1996",United States,1,Texas
14,3,Joe Young,PG,6-2,180,"June 27, 1992",United States,1,"Houston, Oregon"
15,21,Thaddeus Young,PF,6-8,235,"June 21, 1988",United States,9,Georgia Tech
