Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,19.0,CHI,NBA,PG,65,1674,11.9,0.506,0.475,0.163,1.8,14.0,7.6,16.5,1.4,0.3,11.4,24.4,-0.5,1.4,0.9,0.026,-1.2,-1.6,-2.8,-0.4
2020-21,20.0,CHI,NBA,PG,69,2156,12.0,0.54,0.503,0.157,1.5,13.0,7.3,21.8,0.9,0.6,13.9,22.5,0.7,1.7,2.4,0.052,-1.1,-1.4,-2.6,-0.3
2021-22,21.0,CHI,NBA,PG,9,158,4.6,0.416,0.492,0.111,0.7,15.2,8.0,10.7,0.3,0.6,10.8,20.6,-0.3,0.1,-0.2,-0.055,-6.5,-1.9,-8.4,-0.3
Career,,,NBA,,143,3988,11.7,0.52,0.49,0.158,1.6,13.5,7.4,19.1,1.1,0.5,12.7,23.2,-0.1,3.2,3.1,0.037,-1.4,-1.5,-2.9,-0.9
