,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",United States,4,Syracuse
1,12,Chucky Atkins,SG,5-11,160,"August 14, 1974",United States,8,South Florida
2,23,Marcus Camby,C,6-11,220,"March 22, 1974",United States,11,UMass
3,25,Anthony Carter,PG,6-1,190,"June 16, 1975",United States,8,Hawaii
4,5,Yakhouba Diawara,SG,6-7,225,"August 29, 1982",France,1,Pepperdine
5,0,Taurean Green,SG,6-0,177,"November 28, 1986",United States,R,Florida
6,31,Nene Hilario,PF,6-11,250,"September 13, 1982",Brazil,5,
7,45,Steven Hunter,C,7-0,220,"October 31, 1981",United States,6,DePaul
8,3,Allen Iverson,SG,6-0,165,"June 7, 1975",United States,11,Georgetown
9,11,Bobby Jones,SF,6-7,215,"January 9, 1984",United States,1,Washington
10,43,Linas Kleiza,SF,6-8,245,"January 3, 1985",Lithuania,2,Missouri
11,4,Kenyon Martin,PF,6-9,234,"December 30, 1977",United States,7,Cincinnati
12,34,Jelani McCoy,C,6-10,245,"December 6, 1977",United States,7,UCLA
13,21,Eduardo Najera,PF,6-8,240,"July 11, 1976",Mexico,7,Oklahoma
14,1,JR Smith,SG,6-6,225,"September 9, 1985",United States,3,
15,22,Von Wafer,SG,6-5,210,"July 21, 1985",United States,2,Florida State
16,29,Mike Wilks,PG,5-10,185,"May 7, 1979",United States,5,Rice University
