,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,4,Arron Afflalo,SG,6-5,210,"October 15, 1985",United States,10,UCLA
1,0,Jamel Artis,SG,6-7,213,"January 12, 1993",United States,R,Pitt
2,14,DJ Augustin,PG,5-11,183,"November 10, 1987",United States,9,Texas
3,24,Khem Birch,C,6-9,233,"September 28, 1992",Canada,R,"Pitt, UNLV"
4,11,Bismack Biyombo,C,6-8,255,"August 28, 1992",Congo - Kinshasa,6,
5,10,Evan Fournier,SF,6-7,205,"October 29, 1992",France,5,
6,0,Aaron Gordon,PF,6-8,235,"September 16, 1995",United States,3,Arizona
7,8,Mario Hezonja,SF,6-8,220,"February 25, 1995",Croatia,2,
8,1,Jonathan Isaac,PF,6-11,230,"October 3, 1997",United States,R,Florida State
9,25,Wesley Iwundu,SF,6-6,195,"December 20, 1994",United States,R,Kansas State
10,7,Shelvin Mack,PG,6-3,203,"April 22, 1990",United States,6,Butler
11,33,Adreian Payne,PF,6-10,237,"February 19, 1991",United States,3,Michigan State
12,2,Elfrid Payton,PG,6-3,195,"February 22, 1994",United States,3,Louisiana
13,15,Rodney Purvis,SG,6-4,205,"February 14, 1994",United States,R,UConn
14,31,Terrence Ross,SG,6-6,206,"February 5, 1991",United States,5,Washington
15,17,Jonathon Simmons,SG,6-6,195,"September 14, 1989",United States,2,Houston
16,5,Marreese Speights,C,6-10,255,"August 4, 1987",United States,9,Florida
17,20,Rashad Vaughn,SG,6-6,202,"August 16, 1996",United States,2,UNLV
18,9,Nikola Vucevic,C,6-11,260,"October 24, 1990",Switzerland,6,USC
