,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Andrea Bargnani,PF,7-0,245,"October 26, 1985",Italy,1,
1,9,Maceo Baston,PF,6-9,215,"May 29, 1975",United States,2,Michigan
2,4,Chris Bosh,C,6-11,235,"March 24, 1984",United States,4,Georgia Tech
3,1,Primoz Brezec,C,7-2,252,"October 2, 1979",Slovenia,6,
4,8,Jose Calderon,PG,6-3,200,"September 28, 1981",Spain,2,
5,20,Carlos Delfino,SG,6-6,230,"August 29, 1982",Argentina,3,
6,3,Juan Dixon,PG,6-3,164,"October 9, 1978",United States,5,Maryland
7,11,TJ Ford,PG,6-0,165,"March 24, 1983",United States,3,Texas
8,15,Jorge Garbajosa,PF,6-9,245,"December 19, 1977",Spain,1,
9,14,Joey Graham,SF,6-7,225,"June 11, 1982",United States,2,"Central Florida, Oklahoma State"
10,43,Kris Humphries,PF,6-9,235,"February 6, 1985",United States,3,Minnesota
11,13,Linton Johnson,PF,6-8,205,"June 13, 1980",United States,4,Tulane
12,24,Jason Kapono,SF,6-8,213,"February 4, 1981",United States,4,UCLA
13,2,Darrick Martin,PG,5-11,170,"March 6, 1971",United States,12,UCLA
14,33,Jamario Moon,SF,6-8,205,"June 13, 1980",United States,R,Meridian Community College
15,12,Rasho Nesterovic,C,7-0,248,"May 30, 1976",Slovenia,9,
16,18,Anthony Parker,SG,6-6,215,"June 19, 1975",United States,4,Bradley
