,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2014-15,22.0,MIA,NBA,SG,32.0,2.0,18.8,2.2,5.2,0.419,0.6,1.5,0.375,1.6,3.7,0.437,0.473,1.0,1.5,0.681,0.4,2.1,2.5,1.3,1.0,0.3,0.9,1.3,5.9
1,2015-16,23.0,MIA,NBA,SG,36.0,5.0,24.0,3.3,6.8,0.486,0.8,2.0,0.38,2.5,4.8,0.529,0.541,1.4,1.8,0.797,0.8,2.3,3.0,2.2,0.7,0.4,1.3,1.8,8.7
2,2016-17,24.0,MIA,NBA,PG,73.0,0.0,29.8,4.9,11.3,0.433,1.3,3.4,0.372,3.6,7.9,0.46,0.49,2.7,3.5,0.768,0.7,3.3,4.0,3.2,1.2,0.6,1.2,2.4,13.7
3,2017-18,25.0,MIA,NBA,PG,72.0,39.0,28.5,4.3,9.9,0.435,1.7,4.5,0.367,2.6,5.4,0.491,0.518,1.5,1.8,0.822,0.5,3.0,3.4,2.3,0.8,0.5,1.1,2.1,11.7
4,2018-19,26.0,TOT,NBA,PG,57.0,22.0,26.8,3.8,9.2,0.413,1.6,4.6,0.346,2.2,4.7,0.477,0.498,1.7,2.2,0.748,0.6,2.4,3.0,2.9,0.9,0.5,1.4,1.7,10.9
5,2018-19,26.0,MIA,NBA,PG,44.0,10.0,25.5,3.9,9.1,0.426,1.6,4.6,0.353,2.3,4.5,0.503,0.516,1.4,2.0,0.693,0.4,2.3,2.8,2.5,0.9,0.5,1.4,1.6,10.8
6,2018-19,26.0,PHO,NBA,PG,13.0,12.0,31.2,3.5,9.6,0.368,1.4,4.3,0.321,2.2,5.3,0.406,0.44,2.6,3.0,0.872,1.2,2.8,4.0,4.2,1.1,0.5,1.1,1.9,11.1
7,2019-20,27.0,TOT,NBA,"PG,SG",39.0,7.0,18.2,2.5,6.4,0.388,1.0,3.1,0.319,1.5,3.4,0.45,0.464,1.1,1.3,0.84,0.5,1.5,1.9,1.9,0.4,0.2,0.7,1.5,7.0
8,2019-20,27.0,PHO,NBA,PG,31.0,3.0,16.6,2.1,5.5,0.38,0.8,2.7,0.289,1.3,2.8,0.466,0.45,0.8,1.0,0.75,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4,5.7
9,2019-20,27.0,BRK,NBA,SG,8.0,4.0,24.3,4.0,9.9,0.405,1.8,4.5,0.389,2.3,5.4,0.419,0.494,2.3,2.3,1.0,1.0,2.0,3.0,3.0,0.5,0.1,0.6,1.9,12.0
10,2020-21,28.0,BRK,NBA,SG,39.0,3.0,17.5,1.8,4.7,0.393,1.2,3.4,0.364,0.6,1.3,0.471,0.525,0.5,0.5,0.857,0.2,1.8,2.0,1.2,0.4,0.0,0.4,1.1,5.4
11,Career,,,NBA,,348.0,78.0,24.8,3.6,8.3,0.427,1.2,3.5,0.36,2.3,4.9,0.475,0.502,1.5,2.0,0.779,0.5,2.5,3.0,2.3,0.8,0.4,1.1,1.8,9.9
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,5 seasons,,MIA,NBA,,257.0,56.0,26.5,4.0,9.1,0.437,1.3,3.5,0.367,2.7,5.6,0.48,0.507,1.7,2.3,0.765,0.6,2.8,3.3,2.5,0.9,0.5,1.2,2.0,11.0
14,2 seasons,,BRK,NBA,,47.0,7.0,18.7,2.2,5.6,0.397,1.3,3.6,0.369,0.9,2.0,0.447,0.515,0.8,0.8,0.923,0.3,1.9,2.1,1.5,0.4,0.0,0.5,1.2,6.5
15,2 seasons,,PHO,NBA,,44.0,15.0,20.9,2.5,6.7,0.375,1.0,3.2,0.302,1.6,3.6,0.439,0.446,1.3,1.6,0.817,0.6,1.8,2.4,2.4,0.6,0.3,0.9,1.5,7.3
