,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,31,51,31,51,-3.67,-0.2,-3.87,107.7,111.5,96.0,0.239,0.279,0.496,12.4,26.6,0.188,0.511,11.7,74.1,0.214,Madison Square Garden (IV),810741
1,Lg Rank,24,6,24,24,24.0,19.0,25.0,18.0,26.0,17.0,28.0,25.0,25.0,12.0,5.0,26.0,14.0,26.0,30.0,18.0,,5
