,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,2942,6672,0.441,304,973,0.312,2638,5699,0.463,1417,1994,0.711,1100,2335,3435,1614,629,344,1319,2009,7605
1,Team/G,,242.1,35.9,81.4,0.441,3.7,11.9,0.312,32.2,69.5,0.463,17.3,24.3,0.711,13.4,28.5,41.9,19.7,7.7,4.2,16.1,24.5,92.7
2,Lg Rank,,11,17,10,21.0,27,23,30.0,9,4,23.0,27,25,28.0,3,25,17,25,13,21,28,28,28
3,Year/Year,,-0.3%,4.0%,2.2%,0.008,-27.4%,-22.1%,-0.023,9.5%,7.9%,0.007,-7.6%,0.9%,-0.066,10.4%,-6.9%,-1.9%,-2.1%,0.3%,-15.7%,-2.3%,10.0%,-0.1%
4,Opponent,82.0,19855,3044,6389,0.476,467,1232,0.379,2577,5157,0.5,1846,2396,0.77,902,2483,3385,1803,716,484,1210,1777,8401
5,Opponent/G,,242.1,37.1,77.9,0.476,5.7,15.0,0.379,31.4,62.9,0.5,22.5,29.2,0.77,11.0,30.3,41.3,22.0,8.7,5.9,14.8,21.7,102.5
6,Lg Rank,,11,21,8,30.0,18,8,30.0,21,8,30.0,29,28,26.0,5,20,12,22,30,30,13,22,29
7,Year/Year,,-0.3%,2.6%,-5.2%,0.036,-3.1%,-8.4%,0.021,3.7%,-4.4%,0.039,17.3%,15.6%,0.011,-13.9%,-0.1%,-4.2%,0.0%,-2.1%,16.3%,5.1%,4.6%,5.1%
