Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,26.0,GSW,NBA,SG,13,272,9.4,0.529,0.365,0.079,3.5,17.8,10.4,13.8,2.3,1.7,19.7,12.7,-0.1,0.2,0.2,0.03,-4.0,0.5,-3.5,-0.1
2020-21,27.0,GSW,NBA,SG,53,1107,12.6,0.676,0.44,0.148,2.8,19.5,11.3,18.1,1.7,2.1,21.5,11.0,1.4,1.6,3.0,0.13,-1.5,2.2,0.6,0.7
2021-22,28.0,GSW,NBA,SF,8,103,11.0,0.526,0.5,0.182,3.1,11.7,7.5,17.7,2.7,1.0,17.4,12.0,0.1,0.2,0.3,0.152,-3.0,1.9,-1.1,0.0
Career,,,NBA,,74,1482,11.9,0.634,0.429,0.136,3.0,18.6,10.8,17.3,1.9,1.9,20.8,11.4,1.4,2.1,3.5,0.113,-2.1,1.8,-0.2,0.7
