,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,2,Darren Collison,PG,6-0,175,"August 23, 1987",United States,1,UCLA
1,17,Mike Dunleavy,SG,6-9,230,"September 15, 1980",United States,8,Duke
2,5,TJ Ford,PG,6-0,165,"March 24, 1983",United States,6,Texas
3,10,Jeff Foster,C,6-11,236,"January 16, 1977",United States,11,Texas State University
4,24,Paul George,SG,6-8,220,"May 2, 1990",United States,R,Fresno State
5,33,Danny Granger,SF,6-9,222,"April 20, 1983",United States,5,"Bradley, New Mexico"
6,50,Tyler Hansbrough,PF,6-9,250,"November 3, 1985",United States,1,UNC
7,55,Roy Hibbert,C,7-2,270,"December 11, 1986",United States,2,Georgetown
8,1,Dahntay Jones,SG,6-6,225,"December 27, 1980",United States,7,"Rutgers University, Duke"
9,44,Solomon Jones,C,6-10,230,"July 16, 1984",United States,4,South Florida
10,32,Josh McRoberts,PF,6-10,240,"February 28, 1987",United States,3,Duke
11,41,James Posey,SF,6-8,215,"January 13, 1977",United States,11,Xavier
12,12,AJ Price,PG,6-2,181,"October 7, 1986",United States,1,UConn
13,25,Brandon Rush,SG,6-6,220,"July 7, 1985",United States,2,Kansas
14,6,Lance Stephenson,SG,6-6,230,"September 5, 1990",United States,R,Cincinnati
