,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,48,34,50,32,3.21,-0.37,2.84,106.8,103.6,98.5,0.264,0.293,0.488,12.1,25.1,0.208,0.487,14.6,74.6,0.231,TD Garden,749076
1,Lg Rank,7,21,8,8,8.0,27.0,8.0,10.0,4.0,4.0,20.0,13.0,24.0,4.0,10.0,14.0,8.0,4.0,26.0,27.0,,13
