Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2021-22,20.0,TOR,NBA,SF,9,36,10.4,0.41,0.125,0.5,17.2,12.9,15.2,3.6,0.0,2.7,0.0,11.6,0.1,0.0,0.1,0.094,-3.6,-2.9,-6.4,0.0
Career,,,NBA,,9,36,10.4,0.41,0.125,0.5,17.2,12.9,15.2,3.6,0.0,2.7,0.0,11.6,0.1,0.0,0.1,0.094,-3.6,-2.9,-6.4,0.0
