Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,24.0,MIN,NBA,SF,31.0,495.0,9.2,0.506,0.53,0.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,-0.1,0.3,0.2,0.023,-3.3,-1.0,-4.3,-0.3
2020-21,25.0,IND,NBA,SF,35.0,322.0,13.9,0.551,0.435,0.072,6.1,20.1,13.1,7.5,1.5,2.5,10.1,20.9,0.1,0.4,0.4,0.066,-1.2,-1.0,-2.3,0.0
2021-22,26.0,IND,NBA,SF,6.0,74.0,15.5,0.588,0.484,0.097,1.5,10.0,5.9,12.3,2.0,0.0,8.5,20.6,0.1,0.1,0.2,0.122,1.3,-1.5,-0.2,0.0
Career,,,NBA,,72.0,891.0,11.4,0.531,0.489,0.126,3.7,18.4,10.9,7.5,1.1,1.7,9.6,19.2,0.2,0.7,0.9,0.047,-2.2,-1.0,-3.2,-0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,IND,NBA,,41.0,396.0,14.2,0.558,0.444,0.077,5.2,18.2,11.8,8.4,1.6,2.0,9.8,20.9,0.2,0.4,0.6,0.077,-0.8,-1.1,-1.9,0.0
1 season,,MIN,NBA,,31.0,495.0,9.2,0.506,0.53,0.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,-0.1,0.3,0.2,0.023,-3.3,-1.0,-4.3,-0.3
