,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,33,Ryan Anderson,PF,6-9,240,"May 6, 1988",United States,3,California
1,3,Earl Clark,PF,6-10,225,"January 17, 1988",United States,2,Louisville
2,11,Glen Davis,PF,6-9,289,"January 1, 1986",United States,4,LSU
3,25,Chris Duhon,PG,6-1,185,"August 31, 1982",United States,7,Duke
4,32,Justin Harper,PF,6-10,225,"August 30, 1989",United States,R,Richmond
5,12,Dwight Howard,C,6-10,265,"December 8, 1985",United States,7,
6,20,Larry Hughes,PG,6-5,184,"January 23, 1979",United States,12,Saint Louis
7,34,DeAndre Liggins,SF,6-6,209,"March 31, 1988",United States,R,Kentucky
8,14,Jameer Nelson,PG,6-0,190,"February 9, 1982",United States,7,Saint Joseph's
9,21,Daniel Orton,PF,6-10,255,"August 6, 1990",United States,R,Kentucky
10,7,JJ Redick,SG,6-3,200,"June 24, 1984",United States,5,Duke
11,23,Jason Richardson,SG,6-6,220,"January 20, 1981",United States,10,Michigan State
12,5,Quentin Richardson,SF,6-6,223,"April 13, 1980",United States,11,DePaul
13,10,Ish Smith,PG,6-0,175,"July 5, 1988",United States,1,Wake Forest
14,15,Hedo Turkoglu,SF,6-10,220,"March 19, 1979",Turkey,11,
15,1,Von Wafer,SG,6-5,210,"July 21, 1985",United States,5,Florida State
