,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,15,Carmelo Anthony,SF,6-7,238,"May 29, 1984",United States,2,Syracuse
1,11,Earl Boykins,PG,5-5,135,"June 2, 1976",United States,7,Eastern Michigan
2,7,Greg Buckner,SG,6-4,210,"September 16, 1976",United States,6,Clemson
3,23,Marcus Camby,C,6-11,220,"March 22, 1974",United States,9,UMass
4,10,Howard Eisley,PG,6-2,177,"December 4, 1972",United States,11,Boston College
5,56,Francisco Elson,C,7-0,235,"February 28, 1976",Netherlands,2,California
6,30,Reggie Evans,PF,6-8,245,"May 18, 1980",United States,3,Iowa
7,31,Nene Hilario,PF,6-11,250,"September 13, 1982",Brazil,3,
8,32,Julius Hodge,SG,6-7,210,"November 18, 1983",United States,R,NC State
9,3,DerMarr Johnson,SG,6-9,201,"May 5, 1980",United States,4,Cincinnati
10,43,Linas Kleiza,PF,6-8,245,"January 3, 1985",Lithuania,R,Missouri
11,1,Voshon Lenard,SG,6-4,205,"May 14, 1973",United States,10,Minnesota
12,6,Kenyon Martin,PF,6-9,234,"December 30, 1977",United States,5,Cincinnati
13,24,Andre Miller,PG,6-3,200,"March 19, 1976",United States,6,Utah
14,21,Eduardo Najera,PF,6-8,240,"July 11, 1976",Mexico,5,Oklahoma
15,22,Ruben Patterson,SG,6-5,224,"July 31, 1975",United States,7,Cincinnati
16,9,Bryon Russell,SF,6-7,225,"December 31, 1970",United States,12,Cal State Long Beach
17,5,Charles Smith,SG,6-4,194,"August 22, 1975",United States,4,New Mexico
18,8,Earl Watson,PG,6-1,195,"June 12, 1979",United States,4,UCLA
