,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,6,Bruce Brown,SG,6-4,202,"August 15, 1996",United States,R,Miami (FL)
1,25,Reggie Bullock,SG,6-6,205,"March 16, 1991",United States,5,UNC
2,81,Jose Calderon,PG,6-3,200,"September 28, 1981",Spain,13,
3,0,Andre Drummond,C,6-10,279,"August 10, 1993",United States,6,UConn
4,8,Henry Ellenson,PF,6-10,240,"January 13, 1997",United States,2,Marquette
5,20,Wayne Ellington,SG,6-4,207,"November 29, 1987",United States,9,UNC
6,9,Langston Galloway,SG,6-1,200,"December 9, 1991",United States,4,Saint Joseph's
7,23,Blake Griffin,PF,6-9,250,"March 16, 1989",United States,8,Oklahoma
8,1,Reggie Jackson,PG,6-2,208,"April 16, 1990",Italy,7,Boston College
9,7,Stanley Johnson,SF,6-6,242,"May 29, 1996",United States,3,Arizona
10,5,Luke Kennard,SG,6-5,206,"June 24, 1996",United States,1,Duke
11,30,Jon Leuer,PF,6-10,228,"May 14, 1989",United States,7,Wisconsin
12,18,Zach Lofton,SG,6-4,180,"November 18, 1992",United States,R,"Illinois State, Texas Southern, New Mexico State"
13,24,Kalin Lucas,PG,6-1,195,"May 24, 1989",United States,1,Michigan State
14,7,Thon Maker,PF,7-0,221,"February 25, 1997",South Sudan,2,
15,19,Svi Mykhailiuk,SF,6-7,205,"June 10, 1997",Ukraine,R,Kansas
16,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",Georgia,15,
17,22,Glenn Robinson,SF,6-6,222,"January 8, 1994",United States,4,Michigan
18,14,Ish Smith,PG,6-0,175,"July 5, 1988",United States,8,Wake Forest
19,13,Khyri Thomas,SG,6-3,210,"May 8, 1996",United States,R,Creighton
