Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2021-22,22.0,MIL,NBA,PF,7,61,9.1,0.582,0.4,0.2,5.1,10.4,7.7,4.6,0.0,0.0,10.9,12.9,0.1,0.0,0.1,0.062,-1.0,-4.3,-5.3,-0.1
Career,,,NBA,,7,61,9.1,0.582,0.4,0.2,5.1,10.4,7.7,4.6,0.0,0.0,10.9,12.9,0.1,0.0,0.1,0.062,-1.0,-4.3,-5.3,-0.1
