,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,1,Trevor Ariza,SF,6-8,215,"June 30, 1985",United States,9,UCLA
1,3,Bradley Beal,SG,6-3,207,"June 28, 1993",United States,1,Florida
2,35,Trevor Booker,PF,6-8,228,"November 25, 1987",United States,3,Clemson
3,90,Drew Gooden,C,6-10,250,"September 24, 1981",United States,11,Kansas
4,4,Marcin Gortat,C,6-11,240,"February 17, 1984",Poland,6,
5,7,Al Harrington,PF,6-9,230,"February 17, 1980",United States,15,
6,42,Nene Hilario,PF,6-11,250,"September 13, 1982",Brazil,11,
7,6,Eric Maynor,PG,6-3,175,"June 11, 1987",United States,4,VCU
8,24,Andre Miller,SG,6-3,200,"March 19, 1976",United States,14,Utah
9,22,Otto Porter,SF,6-8,198,"June 3, 1993",United States,R,Georgetown
10,14,Glen Rice,SG,6-6,206,"January 1, 1991",United States,R,Georgia Tech
11,13,Kevin Seraphin,C,6-9,285,"December 7, 1989",French Guiana,3,
12,31,Chris Singleton,SF,6-8,230,"November 21, 1989",United States,2,Florida State
13,17,Garrett Temple,SG,6-5,195,"May 8, 1986",United States,3,LSU
14,24,Jan Vesely,PF,6-11,240,"April 24, 1990",Czechia,2,
15,2,John Wall,PG,6-3,210,"September 6, 1990",United States,3,Kentucky
16,9,Martell Webster,SF,6-7,230,"December 4, 1986",United States,8,
