,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,20005,2997,6503,0.461,384,1089,0.353,2613,5414,0.483,1499,1892,0.792,819,2474,3293,1848,532,325,1278,1758,7877
1,Team/G,,244.0,36.5,79.3,0.461,4.7,13.3,0.353,31.9,66.0,0.483,18.3,23.1,0.792,10.0,30.2,40.2,22.5,6.5,4.0,15.6,21.4,96.1
2,Lg Rank,,2,14,16,13.0,25,25,17.0,4,6,16.0,23,29,3.0,25,15,21,7,28,24,21,10,20
3,Year/Year,,0.8%,3.8%,2.6%,0.005,23.9%,15.6%,0.024,1.4%,0.3%,0.005,4.4%,-0.2%,0.034,1.0%,2.1%,1.9%,7.7%,-4.8%,-31.0%,7.5%,-6.9%,4.7%
4,Opponent,82.0,20005,3075,6689,0.46,518,1488,0.348,2557,5201,0.492,1510,1987,0.76,957,2438,3395,1782,583,360,1163,1679,8178
5,Opponent/G,,244.0,37.5,81.6,0.46,6.3,18.1,0.348,31.2,63.4,0.492,18.4,24.2,0.76,11.7,29.7,41.4,21.7,7.1,4.4,14.2,20.5,99.7
6,Lg Rank,,2,21,24,16.0,17,21,5.0,21,22,20.0,9,7,24.0,22,12,19,19,14,12,25,27,19
7,Year/Year,,0.8%,7.8%,3.3%,0.019,15.9%,21.1%,-0.016,6.3%,-0.8%,0.033,-1.0%,-4.1%,0.024,-1.7%,1.1%,0.3%,14.7%,8.2%,-3.7%,2.1%,-3.3%,6.5%
