,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,42,Elton Brand,PF,6-8,275,"March 11, 1979",United States,10,Duke
1,7,Primoz Brezec,C,7-2,252,"October 2, 1979",Slovenia,7,
2,25,Rodney Carney,SG,6-7,205,"April 15, 1984",United States,3,Memphis
3,1,Samuel Dalembert,C,6-11,255,"May 10, 1981",Haiti,7,Seton Hall
4,8,Francisco Elson,C,7-0,235,"February 28, 1976",Netherlands,6,California
5,33,Willie Green,SG,6-4,200,"July 28, 1981",United States,6,Detroit Mercy
6,11,Jrue Holiday,PG,6-3,205,"June 12, 1990",United States,R,UCLA
7,9,Andre Iguodala,SF,6-6,215,"January 28, 1984",United States,5,Arizona
8,3,Allen Iverson,SG,6-0,165,"June 7, 1975",United States,13,Georgetown
9,12,Royal Ivey,SG,6-3,200,"December 20, 1981",United States,5,Texas
10,72,Jason Kapono,SF,6-8,213,"February 4, 1981",United States,6,UCLA
11,20,Jodie Meeks,SG,6-4,210,"August 21, 1987",United States,R,Kentucky
12,14,Jason Smith,PF,7-0,240,"March 2, 1986",United States,1,Colorado State
13,16,Marreese Speights,C,6-10,255,"August 4, 1987",United States,1,Florida
14,23,Lou Williams,PG,6-1,175,"October 27, 1986",United States,4,
15,21,Thaddeus Young,PF,6-8,235,"June 21, 1988",United States,2,Georgia Tech
