,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19830,2798,6753,0.414,429,1256,0.342,2369,5497,0.431,1330,1834,0.725,1048,2519,3567,1793,659,396,1321,1911,7355
1,Team/G,,241.8,34.1,82.4,0.414,5.2,15.3,0.342,28.9,67.0,0.431,16.2,22.4,0.725,12.8,30.7,43.5,21.9,8.0,4.8,16.1,23.3,89.7
2,Lg Rank,,11,20,4,29.0,12,13,18.0,20,9,29.0,27,23,25.0,8,9,4,10,13,15,23,28,26
3,Year/Year,,-0.5%,-6.5%,0.6%,-0.031,22.9%,26.0%,-0.009,-10.3%,-3.8%,-0.031,-8.6%,-8.9%,0.003,6.4%,-0.9%,1.2%,0.6%,8.9%,-14.1%,-4.8%,-5.8%,-5.5%
4,Opponent,82.0,19830,2882,6611,0.436,439,1235,0.355,2443,5376,0.454,1673,2238,0.748,1011,2682,3693,1890,694,446,1250,1684,7876
5,Opponent/G,,241.8,35.1,80.6,0.436,5.4,15.1,0.355,29.8,65.6,0.454,20.4,27.3,0.748,12.3,32.7,45.0,23.0,8.5,5.4,15.2,20.5,96.0
6,Lg Rank,,11,14,14,12.0,18,16,20.0,13,15,11.0,27,28,13.0,17,29,28,24,25,22,13,22,18
7,Year/Year,,-0.5%,-3.6%,-3.0%,-0.003,1.9%,-7.4%,0.032,-4.6%,-2.0%,-0.012,-6.7%,-6.5%,-0.002,-9.5%,4.3%,0.1%,-3.0%,-9.6%,8.0%,3.5%,-6.2%,-4.0%
