,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,13,Kelvin Cato,C,6-11,255,"August 26, 1974",United States,5,"University of South Alabama, Iowa State"
1,52,Jason Collier,C,7-0,260,"September 8, 1977",United States,2,"Indiana, Georgia Tech"
2,3,Steve Francis,PG,6-3,195,"February 21, 1977",United States,3,Maryland
3,33,Eddie Griffin,PF,6-10,220,"May 30, 1982",United States,1,Seton Hall
4,1,Juaquin Hawkins,SG,6-7,220,"July 2, 1973",United States,R,Cal State Long Beach
5,6,Tito Maddox,SG,6-4,190,"June 7, 1981",United States,R,Fresno State
6,11,Yao Ming,C,7-6,310,"September 12, 1980",China,R,
7,5,Cuttino Mobley,SG,6-4,190,"September 1, 1975",United States,4,Rhode Island
8,44,Terence Morris,SF,6-9,221,"January 11, 1979",United States,1,Maryland
9,9,Bostjan Nachbar,SF,6-9,221,"July 3, 1980",Slovenia,R,
10,12,Moochie Norris,PG,6-1,175,"July 27, 1973",United States,5,"Auburn, University of West Florida"
11,55,James Posey,SF,6-8,215,"January 13, 1977",United States,3,Xavier
12,41,Glen Rice,SF,6-7,215,"May 28, 1967",United States,13,Michigan
13,2,Maurice Taylor,PF,6-9,260,"October 30, 1976",United States,4,"Michigan, LSU"
14,21,Kenny Thomas,PF,6-7,261,"July 25, 1977",United States,3,New Mexico
