,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,5,Malik Beasley,SG,6-4,187,"November 26, 1996",United States,4,Florida State
1,23,Jarrett Culver,SG,6-6,195,"February 20, 1999",United States,1,Texas Tech
2,17,Ed Davis,C,6-9,218,"June 5, 1989",United States,10,UNC
3,1,Anthony Edwards,SG,6-4,225,"August 5, 2001",United States,R,Georgia
4,22,Ashton Hagans,PG,6-3,190,"July 8, 1999",United States,R,Kentucky
5,41,Juan Hernangomez,PF,6-9,214,"September 28, 1995",Spain,4,
6,10,Jake Layman,SF,6-8,209,"March 7, 1994",United States,4,Maryland
7,3,Jaden McDaniels,PF,6-9,185,"September 29, 2000",United States,R,Washington
8,6,Jordan McLaughlin,PG,5-11,185,"April 9, 1996",United States,1,USC
9,4,Jaylen Nowell,SG,6-4,201,"July 9, 1999",United States,1,Washington
10,20,Josh Okogie,SG,6-4,213,"September 1, 1998",Nigeria,2,Georgia Tech
11,11,Naz Reid,C,6-9,264,"August 26, 1999",United States,1,LSU
12,9,Ricky Rubio,PG,6-3,190,"October 21, 1990",Spain,9,
13,0,D'Angelo Russell,PG,6-4,193,"February 23, 1996",United States,5,Ohio State
14,32,Karl-Anthony Towns,C,6-11,248,"November 15, 1995",United States,5,Kentucky
15,8,Jarred Vanderbilt,PF,6-9,214,"April 3, 1999",United States,2,Kentucky
