Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019-20,22.0,CHO,NBA,SF,16,0,18.3,2.1,4.4,0.471,0.6,1.5,0.375,1.5,2.9,0.522,0.536,0.9,1.1,0.824,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6
2020-21,23.0,CHO,NBA,SF,47,18,19.2,2.8,6.0,0.468,0.7,2.2,0.333,2.1,3.8,0.547,0.53,1.0,1.4,0.703,1.0,2.6,3.6,1.1,0.6,0.4,1.0,2.0,7.4
2021-22,24.0,CHO,NBA,SF,13,0,12.3,1.7,3.2,0.524,0.8,1.9,0.4,0.9,1.3,0.706,0.643,0.8,1.4,0.611,0.5,1.8,2.2,0.9,0.5,0.2,0.5,1.2,5.0
Career,,,NBA,,76,18,17.9,2.5,5.2,0.475,0.7,2.0,0.351,1.8,3.2,0.554,0.543,0.9,1.3,0.707,0.9,2.6,3.5,1.0,0.6,0.3,0.8,1.9,6.6
